,stripped,readable
597, case anymore produce enough domestic consumer urban consumer shift towards local rice,"But this isn t the case anymore because they don t produce enough for domestic consumers, and also urban consumers are shifting towards local rice."
598,senegal two different market whole grain locally grow broken rice important come asia,"Senegal has two different markets: whole grain (locally grown) and broken rice (most important, coming from Asia.)"
599,onion grower cooperative nation wide power pressure government,Onion Growers Cooperative is nation-wide so they have the power to pressure the government.
600,srv production podor niaye zone main horticulture zone onion dakar st louis,"Most of them are in the SRV because most production is in Podor, but there s also the Niaye zone that s the main horticulture zone that has onion too (Dakar to St. Louis)."
601,make people decide cultivar choose farmer pov good cultivar one high yield," What makes people decide which cultivar to choose? From the farmer POV, the best cultivar is the one with high yields."
602,factor might high yield good pest resistance,But that s not the only factor; you might have high yields but not good pest resistance.
603,farmer focus good yield way increase production volume thus income,But farmers focus on the good yields because that s the way they can increase production volume and thus income.
604,rice sell base cultivar fix variety well,"Rice doesn t sell based on cultivar, it s fixed over all varieties, so the more the better."
605,however consider length cycle farmer choose short cycle crop late make time,"However, they also consider the length of the cycle: Farmers choose short cycle if they crop late, because then they can make up time."
606,another factor resistance weed bird resistance bird length grain whether protect though thing really bird resistant cultivar,Another factor is resistance to weeds or birds but resistance to birds is about the length of the grain and whether it s protected (though there s no such thing as a really bird resistant cultivar.)
607,yield cycle quality term soil weed resistance bird,"Yield, cycle, quality in terms of soil and weed resistance, and birds."
608,people prefer mostly sahel market,But people prefer mostly Sahel-108 because of the market.
609,good yield suitable consumer dish prepare might issue sell,"If you have good yields but it s not suitable to the consumers dish to prepare, you might have an issue selling."
610,difficult consumer tell whether rice aromatic unless label interest consumer,"It s difficult for consumers to tell whether rice is aromatic or not, unless there s a label to interest the consumer."
611,people prefer aromatic rice,Some people prefer aromatic rice.
612,cultivar choice vary zone,Cultivar choice varies between zones.
613,base market orientation,It s based on market orientation.
614,close big city like st louis dakar pay attention consumer preference far away sell locally,"If you re close to the big cities like St Louis and Dakar, you have to pay attention more to the consumer preference than those who are far away and sell locally."
615,podor towards upper upper upper valley urban produce area exist city make local rice,"In Podor towards the Upper Upper Upper Valley, it s the urban-producing area because there do exist cities, but they re making local rice."
616,towards st louis produce urban consumer market,"But once you re towards St. Louis, you re producing for the urban consumer market."
617,cooperative try information consumer preference get saed research researcher come promote cultivar,Cooperatives try to have information about consumer preferences which they get from SAED research and also researchers coming to promote their own cultivars.
618,much word mouth research workshop,"Much of it is word of mouth through research workshops, etc."
619,extension agent formal mechanism inform farmer cultivar consumer preference,Extension agents are the formal mechanism for informing farmers about cultivars and consumer preferences.
620,farmer know want plant hard get seed,"If a farmer knows what she wants to plant, how hard is it to get the seed?"
621,another constraint,That s another constraint.
622,seed producer want produce cultivar interesting farmer,Seed producers want to produce the cultivars that are interesting to farmers.
623,may guess think people want farmer want plant something else may find seed,"They may guess through what they think people want to do, but if farmers want to plant something else, they may not find the seed."
624,sometimes ask talk farmer ask want coop aim,"Sometimes they ask to talk to farmers, ask What do you want? What does your coop aim to have?"
625,way make well guess,That way they can make a better guess.
626,seed operator highly concentrated delta zone farmer may determine variety portfolio,"The seed operators are highly concentrated in the Delta zone, so those farmers may determine the variety portfolio."
627,well seed producer keep demand,How well do seed producers keep up with demand?
628,hard game,That s a very hard game.
629,isra one produce basic seed difficulty say type seed plant respect future demand lot research end decide think would happen base happen,"ISRA is the one who produces the basic seed and they were having difficulty saying, What type of seed will we plant with respect to future demand? They did a lot of research but ended up deciding themselves what they thought would happen based on what s happened before."
630,base demand last three year quarter production sahel formal demand process," Based on demand during these last three years, a quarter of production will be Sahel-108. There s no formal demand process."
631,farmer always show late ask specific type seed,Farmers always show up late to ask for specific types of seed!
632,operator usually tailor zone usually produce delta,"Operators usually don t tailor for zones, they usually produce for Delta."
633,go somewhere small operator might get limited non diverse supply,"If you go somewhere with small operators, you might get a limited and non-diverse supply."
634,delta diversity operator big numerous,In Delta there s more diversity because the operators are bigger and more numerous.
635,farmer use save seed market seed improve seed since get loan credit bank bank require farmer use improve seed,"Some farmers used to save seed ( market seed not improved seed) but since they now get loans from the credit bank, the bank requires that farmers use improved seeds."
636,rainfed zone farmer still save seed,In the rainfed zone farmers still save seed.
637,farmer go without credit use seed buy market improve,Farmers that go without credit use their own seeds or buy from the market (not improved).
638,majority access credit,Few of them do that because the majority have access to credit.
639,think predict cultivar people plant season zone guess base factor list market tendency," Do you think that we can predict what cultivars people will plant in each season and zone? He guesses, based on the factors he s listed and the market tendency."
640,sometimes high demand type cultivar enough dip remain stock last year,"Sometimes if there s high demand for a type of cultivar and there s not enough, then you have to dip into the remaining stock from last year."
641,market go sahel producer enough,"If the market goes 90% for Sahel-108, do the producers have enough?"
642,note good summary minute modeler zone little sorry,"(Note, this was a good summary at about 36 minutes in for the modelers, but I zoned out a little, sorry!)"
643,diagram time harvest factor consider," Diagram time  During harvest, there s a few factors to consider."
644,majority ask equipment ready harvest,"For the majority, you have to ask if you have equipment ready to harvest."
645,money hire machinery labor,Do you have money to hire machinery or labor?
646,choice depend different factor willing harvest rapidly bird attack damage speed timeline wet dry humidity paddy mean might lose machinery labor cheap equipment,"This choice depends on different factors: Are you willing to harvest very rapidly because you re having bird attacks or other damages that speed up your timeline; is it wet or dry, because the humidity of the paddy means some might be lost by machinery; and labor is cheaper than equipment."
647,depend kind harvest expect able pay machinery,"Also it depends on what kind of harvest you expect will you be able to pay for machinery, or not?"
648,another factor availability service provider sometimes lot demand around zone available delta zone,Another factor is availability of service providers sometimes there s a lot of demand around the zone and they re more available in the Delta zone.
649,harvest bird cost time money term labor let go,Not harvesting when there s birds costs you time and money in terms of labor to let go (?)
650,bird,the birds.
651,final factor need repay loan get new credit want harvest fast repay fast,"A final factor is that you need to repay your loans before you can get new credit, so you want to harvest faster so you can repay faster."
652,labor pay th production harvester,"For labor, you pay 110th of your production for a harvester."
653,use thresher top cost,"If you use a thresher on top of that, that costs 18%."
654,debate plot small ha people say take labor good way high yield production,"There s a debate: Because most plots are small (0.5 ha), people say taking labor is the best way of having high yield production."
655,use thresher tiny plot sometimes lose yield use labor,"If you use a thresher with tiny plots, sometimes you lose more yield than if you were using labor."
656,other say thresher produce clean fast high quality paddy without bunch weed labor take time sandy weedy paddy,"But others say threshers produce clean, fast, high quality paddy without a bunch of weeds, and labor takes time and it s sandy, weedy paddy."
657,debate scientist technician,It s a debate between scientists and technicians.
658,dr fall believe small plot good use manual labor harvest time,"Dr. Fall believes that if you have a small plot, it s best to use manual labor if you harvest on time."
659,big plot way harvest time labor,"If you have a big plot, there s no way you can harvest it all on time by labor!"
660,unfortunately everybody want harvest last moment service provider available,"Unfortunately, everybody wants to harvest at the last moment, and then there s no service providers available."
661,another factor labor get expensive crop harvest export market compete,Another factor is that labor gets more expensive when there s crops being harvested for export markets that compete.
662,past people use animal traction,In the past people use animal traction.
663,podor type soil appropriate,"In Podor, the type of soil is appropriate for that."
664,nowadays diminish,Nowadays that s diminishing.
665,either use big machine small one depend price availability size plot,"You either use the big machine or the small one, depending on their prices and availabilities and the size of your plot."
666,sometimes people like use big machine matter size plot,Sometimes people just like to use the big machines no matter the size of their plots!
667,research always advise small plot use small machine,But the research is always advising that small plots use small machines.
668,plot size vary zone though much,"Plot size varies between zones, though not much."
669,less ha delta zone go along upper delta irrigate scheme diminishe size get small,"More or less it s between 0.5 ha and 3 or 4 in the Delta zone, but as you go along the Upper Delta the irrigated scheme diminishes and the sizes get smaller (0.5 - 1.5)."
670,delta might find farmer even ha though,"But in Delta you might find a farmer with 10 or even 20 ha, though there are very few."
671,average size delta,Average size is 0.5 to 1.5 in Delta.
672,labor farmer always use family labor,"For labor, farmers are always using family labor."
673,seeding harvesting mostly come hire labor,"But for seeding and harvesting, it mostly comes from hired labor."
674,hire labor mostly come rainfed zone hire labor covid,"Hired labor mostly comes from the rainfed zone, which is why there was no hired labor during COVID-19."
675,rainfed husbandry side srv,On the rainfed and husbandry side of the SRV (?
676,check,check this) ?
677,different labor demand srv tomato industry rice industry miller export horticulture,"There s different labor demands in the SRV: Tomato industry, rice industry, millers, export horticulture."
678,seeding period harvest period labor need various industry competition,"There s seeding periods, harvest periods, where labor is needed in various industries and there s a competition."
679,time year like rice season rice,"There are other times of the year, like rice season, where there s only rice."
680,harvest time rice harvest rice correspond seeding period horticulture cropping,"But during harvest time for rice, harvest for rice corresponds to seeding period for horticulture croppings."
681,farm need labor horticulture may compete farm need harvest labor,"So if those farms need labor for horticulture, they may compete with farms that need harvest labor."
682,top rainy season come laborer return rainfed zone plant crop,"On top of this, when the rainy season comes, some laborers have to return to rainfed zone so they can plant their own crops!"
683,less labor available srv rainy season,This is why there s less labor available in the SRV during the rainy season.
684,competition agribusiness small farm labor agribusiness take labor need high,"There s competition between agribusiness and small farms for labor, but the agribusinesses don t take all of the labor, their needs just aren t that high."
685,agribusinesse like tomato canning industry regular labor,Also agribusinesses like the tomato canning industry have their own regular labor.
686,hire temporary labor period like seeding harvesting still room small farmer,"They ll hire temporary labor for periods like seeding and harvesting, but there s still room for small farmers."
687,farmer really need hire labor harvesting seeding period may able rely family labor,"Farmers really need hired labor for harvesting; for the seeding period, they may be able to rely on family labor."
688,dr fall give labor high weight shift rainy hot dry rice,Dr. Fall wouldn t give labor a high weight in the shift from rainy to hotdry for rice.
689,seeding large constraint la vol do one hectare three people two day think fling seed everywhere,"Seeding is not a large constraint because they do it la vol e , which can be done for one hectare with three people in two days (I think this is just flinging seeds everywhere)."
690,plant straight line take long people way labor push farmer change plan,"Planting in straight lines takes longer, but most people don t do it that way so labor wouldn t push farmers to change their plans."
691,labor scarcity bad rainy season migrant go back farm,Labor scarcity is the worst during the rainy season because migrants go back to their own farms.
692,something else horticulture competition right catch,(Something else about horticulture competition right after this but I didn t catch it.)
693,machinery need two people one drive one guide matter number hectare,"If you have machinery, you just need two people: One to drive, one to guide, no matter the number of hectares."
694,one hectare half day machine hour,"If you have one hectare, it s half a day for a machine to do it, 4 - 5 hours."
695,cost,Then it costs 18%.
696,go manual labor might take three people three day hr day harvest one hectare,"But if you go for manual labor, it might take three people three days (8hr a day) to harvest one hectare."
697,depend soil level production,"But it also depends on the soil you have, the level of your production."
698,people pay attention weather forecast,Do people pay attention to weather forecasts?
699,oh yeah,"Oh, yeah!"
700,hot dry season watch incoming rain,"During the hot dry season, you have to watch out for the incoming rains."
701,rain start might lot damage crop,"If the rains start, it might do a lot of damage to your crop."
702,another question whether humid dry paddy,Another question is whether you have a humid or dry paddy.
703,water draw paddy machine may become damage cost twice much,"If the water isn t drawn from the paddy, the machine may become damaged and it costs twice as much (?)"
704,repair,to repair it.
705,service provider need check agree harvest,Service providers need to check before they agree to harvest.
706,farmer close mali mauritania may hire migrant country time mali,Farmers close to Mali and Mauritania may hire migrants from those countries (most of the time Mali.)
707,may come upper upper upper valley,And they may also come from Upper Upper Upper Valley.
708,come casamance kaolack,But most come from Casamance and Kaolack.
709, farmer zone would use machinery,What % of farmers in each zone would use machinery?
710,dr fall check we,Dr. Fall will check on this for us.
711,opinion always use machinery,"In his opinion, 85% are always using machinery."
712,harvest late time go labor,It s because they harvest late and they don t have time to go for labor.
713,unless get provider go machine,"Unless they can t get a provider, they go for the machine."
714,differ slightly zone say would say delta might rest zone,"It differs slightly between zones, he says if he would say 85% for Delta, it might be 80% for the rest of the zones."
715,rice byproduct majority farmer use leave field,Rice byproducts: The majority of farmers used to leave it in their fields.
716,nowadays improve income know livestock consume byproduct big trade delta byproduct,"But nowadays they have to improve their income and they know that livestock consume byproducts, so there s a big trade in Delta for byproducts."
717,part leave let livestock graze,"But in other parts, they leave it there and let their livestock graze on it."
718,industry use byproduct produce charcoal electricity case industry come glean free,Some industries are using the byproduct to produce charcoal and electricity but in that case the industries come to glean it for free.
719,rice miller diversify activity use husk rice generate biofuel,There s a rice miller who diversified his activities to use the husks of rice to generate biofuels.
720,farmer return soil organic matter,Very few farmers return it to the soil for organic matter.
721,farmer experiment soil improvement dr fall hear like one two people,"Some farmers are experimenting with this for soil improvement, but Dr. Fall has heard about like, one or two people who do this."
722,burn leave livestock give livestock people biofuel collector,"Most of them burn it, or leave it for livestock, or give it to livestock people and biofuels collectors."
723,coop ever buy machinery,Do coops ever buy machinery?
724,buy batteuse asi mini thresher,Some of them buy batteuse-ASI (mini-thresher).
725,big one cost million coop,But the big ones cost millions and very few coops own them.
726,ngos go type service provision either,NGOs aren t going into this type of service provision either.
727,isra rural development institution work five domain crop fishery livestock forestry socioeconomic,"ISRA is a rural development institution, working in five domains: crops and fisheries and livestock and forestry and socioeconomics."
728,divide five department horticulture fishery forestry livestock health animal science social science politic focus macroeconomic policy,"Divided into five departments: Horticulture, fishery, forestry, livestock health and animal science, and social science & politics that focuses on macroeconomics and policy."
729,within national department regional station inside aezs,Within the national department there are regional stations inside the AEZs.
730,dr fall associate head,Dr. Fall is associated (heads?)
731,one srv one peanut basin work peanut cowpeas millet sorghum another working cotton maize catch location one casamance work rainfed rice,"the one in the SRV; there s one in the peanut basin that works with peanut, cowpeas, millet and sorghum; there s another working on cotton and maize (didn t catch location); one in Casamance working with rainfed rice (e.g."
732,mangrove cropping one koldar clz work mainly livestock,"mangrove cropping); and one in Koldar, CLZ, that works mainly on livestock."
733,regional center part one another five department previously list focus,All of these regional centers are part of one or another of the five departments that have the previously listed focuses.
734,isra fund salary government research get fund internationally place like cgiar africarice,"ISRA is funded for salary by the government, for research they get funding internationally from places like CGIAR, AfricaRice, etc."
735,government pay operating cost cover extension,"The government pays operating costs, so they cover the extension."
736,isra public research result public,ISRA does public research so its results are public.
737,service demand,There s no service demanded (?)
738,isra livestock vaccine isra produce vaccine sell government,from ISRA other than livestock vaccines; ISRA produces all the vaccines and sells them to the government.
739,isra sell foundation seed new cultivar seed producer,"Also, ISRA sells foundation seeds of new cultivars to seed producers."
740,thing isra provide extension service,"Other than these things, ISRA doesn t provide extension services."
741,train extension worker able diffuse new technology extension,They train extension workers to be able to diffuse new technologies but don t do the extension themselves.
742,dr fall funding mainly come organization proposal,Dr. Fall s funding mainly comes from other organizations through proposals.
743,dr fall hear ai something people interested fund,Dr. Fall hears about AI as something people are interested in for funding.
744,do year risk analysis world bank agricultural livestock chain use econometric framework dissect resilience strategy farmer use last year deal risk different source,"He has done a 30-year risk analysis with the World Bank on the agriculturallivestock chain, using an econometric framework dissecting the resilience strategies farmers used in the last 30 years to deal with risk from different sources (e.g."
745,low rainfall evaluate social economic consequence,low rainfall) and evaluating the social and economic consequences.
746,isra work saed,Does ISRA work with SAED?
747,yes every time research project want work extension agency zone,"Yes, every time they have a research project they want to work with the extension agency in their zone."
748,work saed ancar farmer organization ngo africarice icrisat,"So they work with SAED, ANCAR, farmers organization, and NGOs  AfricaRice  ICRISAT."
749,diagram time dr fall say positive negative effect climate change harvest time, Diagram time  Dr. Fall says there can be positive or negative effects of climate change on harvest time.
750,climate change might shorten cropping season yes lead cropping damage,"Climate change might shorten the cropping season, and then, yes, it can lead to cropping damage (e.g."
751,rain wrong time,if it rains at the wrong time).
752,approve part diagram,He approved other parts of the diagram.
753,agronomy time people decide much fertilizer apply apply farmer always use recommend quantity say quality fertilizer good give kind explanation justify use,"Agronomy time How do people decide how much fertilizer to apply and when to apply? Most farmers are always using above the recommended quantity, because they say the quality of the fertilizer is not good they give any kind of explanation to justify using more."
754,recommend kilo dap three different phase,The recommended is 150 kilos of DAP in three different phases.
755,observe farmer always use high quantity surprising cost high,"What they observe is that farmers are always using higher quantity, which is surprising because the cost is high."
756,sometimes say plot flat enough fertilizer shift add water,"Sometimes they say the plot is not flat enough, so the fertilizer shifts when they add water!"
757,vary zone,This varies over zones.
758,delta zone people use recommend,"In the Delta zone, people use more than the recommended."
759,zone people concern fertilizer cost use less term quantity,"In other zones, people are concerned by the fertilizer cost, so they use less in terms of quantity."
760,recommend practice apply three different phase farmer follow practice either,"There s a recommended practice of applying in three different phases, but some farmers don t follow this practice either."
761,wait long application depend receive loan fertilizer available,"Some wait too long between applications, depending if they received loans or if fertilizer is available."
762,ought predictable know credit access physical access fertilizer,This ought to be predictable if you know about credit access and physical access to fertilizer.
763,farmer receive bon de credit credit voucher go get fertilizer,Farmers receive bon de credit (credit vouchers) to go get fertilizer.
764,might able get much fertilizer want operator might kind want,"You might not be able to get as much fertilizer as you want, or the operator might not have the kind you want."
765,sometimes farmer use formula instead formula available,Sometimes farmers will use 9933 formula instead of 184600 formula because it s not available.
766,subsidy program international importer like go senegal sometimes within subsidy program enough fertilizer everyone switch similar fertilizer still want,"Because of subsidy programs, international importers don t like to go through Senegal; and sometimes within subsidy programs, there s not enough fertilizer; so everyone has to switch to a similar fertilizer that still isn t what they want."
767,switch might change farmer apply,These switches might change how and when farmers apply it.
768,make recommendation researcher make recommendation long time ago sixty seventy," Who makes the recommendations? Researchers make the recommendations, but it was a LONG time ago (sixtiesseventies)."
769, potassium fertilizer,There wasn t any potassium; the fertilizer was 184600.
770,last year support usaid want change formula recommend quantity,"In the last few years with the support from USAID, they want to change the formula and the recommended quantity."
771,currently farmer still use recommend,"But currently, farmers are still using more than recommended."
772,farmer experience farmer researcher,Farmers from their own experiences (because farmers are researchers too!)
773,know old recommendation date follow knowledge,"know the old recommendations are out of date, so they follow their own knowledge."
774,primary complaint exist fertilizer good quality hence increase application,The primary complaint is that the existing fertilizer isn t good quality (hence the increased application.)
775,dr fall agree opportunity provide recommendation fertilizer base soil type,"Dr. Fall agrees that there s an opportunity to provide recommendations about fertilizer based on soil type, etc."
776,say people know soil type,But he says few people know what their soil type is.
777,say few farmer use isra lab analyze soil need know soil make recommendation fertilizer,"He says that fewer than 1% of farmers use ISRA labs to analyze their soil, but you need to know about the soil before you can make any recommendation about fertilizer."
778,farmer senegal right subsidized fertilizer,Any farmer in Senegal has the right to subsidized fertilizer.
779,depend crop grow fertilizer change,"But depending on the crop you re growing, the fertilizer changes."
780,government let farmer know certain fertilizer certain crop,The government lets farmers know that certain fertilizers are for certain crops (e.g.
781,dap rice horticulture producer include formula like,"DAP is for rice and horticulture producers, which includes formulas like 9920)."
782,may provide subsidy,They may provide up to 55% subsidy.
783,choose three four importer bring fertilizer subsidize,Then they choose three or four importers to bring in fertilizer to be subsidized.
784,importer select program might import still export gambia mauritania mali,"But those importers who aren t selected by the program might import still to re-export to the Gambia, Mauritania, Mali."
785,everyone know government satisfy demand,Everyone knows the government can t satisfy all demands.
786,people access subsidy program satisfied market price high non subsidized fertilizer well scarce importer go country avoid subsidy program,"But people who can t access the subsidy programs are also not satisfied by the market, and the price is too high for non-subsidized fertilizer, as well as scarce because importers go out-of-country to avoid the subsidy program."
787,subsidy program penalize fertilizer market use fertilizer,Subsidy program penalizes both the fertilizer market and the use of fertilizer.
788,hamstring importer make difficult farmer get subsidized fertilizer get fertilizer,It hamstrings importers and makes it difficult for farmers who can t get the subsidized fertilizer to get other fertilizer.
789,even select importer complain sometimes pay late tell advance select importer,"Even the selected importers complain, because they re sometimes paid late and they aren t told in advance that they ll be the selected importers."
790,could buy fertilizer cheap season notify start season international market price high,"They could be buying fertilizer for cheap on the off-season, but they re not notified until the start of the season when the international market price is very high."
791,government use subsidy encourage certain crop practice fertilizer arrive time farmer application waste around fertilizer,"The government uses the subsidies to encourage certain crops but in practice, the fertilizer doesn t arrive on time, and farmers over-application wastes around 30% of the fertilizer."
792,dilemma whether program actually help,There s a dilemma about whether the program is actually helping.
793,farmer say want subsidy paddy price,Farmers are saying they want subsidies on the paddy price (e.g.
794,sell instead instead fertilizer,selling at 200 instead of 150) instead of on the fertilizer.
795,agriculture minister say sure need study show whether fertilizer subsidy program actually work,"The agriculture minister said, Sure, but they need a study to show whether the fertilizer subsidy program actually worked."
796,subsidy program distribute village level,Subsidy program is distributed at the village level.
797,committee distribute ought contain civil servant farmer,"The committee that distributes it ought to contain civil servants, farmers, etc."
798,make sure distribution fair,to make sure distribution is fair.
799,say big farmer religious leader call farmer profit unfairly distribution,It was said that big farmers and religious leaders who call themselves farmers were profiting unfairly from distribution.
800,committee restructure farmer represent coop leader,But now the committees have been restructured such that farmers are represented by their coop leaders.
801,complaint fairness reduce though farmer still want aid paddy price fertilizer,"Complaints about fairness have reduced, though farmers still want aid with paddy price, not fertilizer."
802,farmer set aside fertilizer next crop maybe crop support credit time use fertilizer rice cropping time come tomato onion get fertilizer system," Can farmers set aside fertilizer for their next crop? Maybe for crops that aren t supported by credit, but most of the time they use fertilizer for rice, and when the cropping time comes from tomato and onion, they get fertilizer through the same system."
803,however rainfed zone cash crop always receive fertilizer food crop,"However, in the rainfed zone, cash crops always receive fertilizer and food crops do not."
804,unless program give fertilizer food crop people even take fertilizer apply cash crop,"Unless there s some program giving out fertilizer for food crops, and then people will even take that fertilizer and apply it to their cash crops."
805,irrigate zone fertilizer apply crop get credit,"But in the irrigated zone, fertilizer is applied to the crop you got credit for."
806,crop likely grow residual fertilizer last season,Other crops are likely growing on the residual fertilizer from last season.
807,irrigation system work different water management system, How do the irrigation systems work? There are different water management systems.
808,public irrigate system lend farmer state cooperative,"If you re in a public irrigated system, it s lended to farmers by the state through their cooperatives."
809,pay hectare delta zone,Those are being paid for by hectare in the Delta zone.
810,close podor pay access irrigation,"Closer to Podor, you re paying more to access irrigation."
811,cost irrigation link amount water use hectare own farmer,"But the cost of irrigation isn t linked to the amount of water you use, just by the hectares owned by the farmer."
812,private village type system use moto pumpe pay gas,"If you re in a private, village-type system, you re using moto-pumpes and paying for gas."
813,everybody pay share gas hectare include salary pump operator,"Everybody pays their share of gas by hectares, including the salary of the pump operator."
814,dr fall say senegal lose lot money public scheme charge base amount water people whatever want,Dr. Fall says Senegal loses a lot of money through the public scheme because it s not charged based on the amount of water and people do whatever they want.
815,believe water endless always case,"They believe water is endless, but that s not always the case."
816,coop work together get water everyone field,Coops work together to get water to everyone s fields.
817,big scheme grand management create government give coop manage, Big schemes (grand management) were created by the government and then given to coops to manage.
818,big hectare,Big = 3000 to 5000 hectares.
819,pump scheme call village type work cooperative currency gas use,The pump schemes are called village type. They also work in cooperatives but the currency is gas used.
820,end season divide cost gas base farmer hectare,At the end of the season they divide costs of gas up based on farmer hectares.
821,third private irrigated scheme single farmer pay water management organization four country call omvs sure understand,"There s a third, private irrigated scheme , where single farmers pay the water management organization of four countries called OMVS <not sure if I understood this>."
822,village build irrigation roughly see benefit money correctly,Some villages build irrigation on their own but roughly because they see the benefits but don t have the money to do it correctly.
823,sometimes help ngo,"Sometimes they are helped by NGOs, e.g."
824,program matam african bank,program in Matam with African Bank.
825,type irrigation within scheme like drip irrigation goutte goutte furrow irrigation irrigation la raie,"Types of irrigation itself within each scheme like drip irrigation (goutte a goutte), furrow irrigation (irrigation la raie)."
826,irrigation less include credit package,Irrigation is more or less included in the credit package.
827,part payment go omvs part go saed responsible irrigation infrastructure maintenance,"There s a part of payment that goes to OMVS, a part that goes to SAED which is responsible for irrigation infrastructure maintenance."
828,coop keep clean specific farm access,Coops themselves should keep clean the specific farm accesses.
829,day irrigate control farm fill water close output gate enough water farm permit next person access water,"If it s your day to irrigate, you can control that your farm fills up with water and close the output gates until you have enough water for your farm before you permit the next person to access water."
830,control,That s the only control you have.
831,bring water wait turn,"After that, you have to bring water in or wait your turn again."
832,decide group get water order,You decide as a group who gets water in which order.
833,really need water request turn,If you really need water you can request that you have your turn.
834,dr fall say government think combine irrigation credit loan good way get farmer pay irrigation farmer even know charge slip,"Dr. Fall says the government thinks that combining irrigation into the credit loan is the best way to get farmers to pay for irrigation, because farmers don t even know that the charges are slipped in there."
835,difference cost public private depend get water river land,The difference in cost between public and private depends on how you get water from the river to your land.
836,cost hectare difficulty may change,"The cost itself is the same, by hectare, but the difficulty may change."
837,example bring water walo ngeri,"For example, bringing water from Walo to Ngeri (?)"
838,almost impossible,is almost impossible.
839,decide public system pump turn,Who decides in the public system when the pumps turn on?
840,coop decision already access irrigation system,"It s the coops decision, because they already have access to the irrigation system."
841,saed maintain primary channel principle access,SAED only maintains the primary channels and principle access.
842,vegetable irrigate,How are vegetables irrigated?
843,rice,It should be the same as rice.
844,change might work within plot create furrow billon protect onion tomato much water,The only change might be to work within the plot to create furrows (billons) to protect onions or tomatoes from too much water.
845,double cropping rice yes sometimes grow vegetable season,"If you re not double cropping rice, then yes, sometimes you grow vegetables in the off season."
846,farmer plant one season either specialize rice tomato onion,"But some farmers only plant in one season, and they either specialize in rice or in tomatoes or onions."
847,possible get three crop plot take lot time effort attention,"It is possible to get three crops out of a plot, but it takes a lot of time, effort and attention."
848,make sure harvest time clean plot money get input need time money go another lender ,"You have to make sure to harvest on time, clean up the plot, that you have the money to get the inputs you need on time (you have your own money or you go to another lender), etc."
849,big question ask first saed bulletin stuff,Big question asked first about the SAED bulletins when is stuff?
850,hot dry ssc th february march april may june rice rainy hivernage mid june july rain start mid june climate change later around mid october appropriate rice peanut cold dry ssf end november december beginning february horticulture rainy season vary mid june sept july mid october depend rain,"Hotdry (SSC): 15th of February, March, April, May, June (rice) Rainy (hivernage): Mid-JuneJuly (rains should start mid-June but with climate change it can be later) through around mid-October (appropriate for rice and peanut) Colddry (SSF): End of November  December into beginning of February (horticulture) Rainy season can vary between mid-June - Sept or July through mid-October depending on the rains."
851,good time visit,When s the best time to visit?
852,interested farming system crop maturation come late june july,"If you re just interested in the farming system and crop maturation, come in late June or July."
853,want see cropping transition cold dry rainy come april may june make sense,"But if you want to see the cropping transition between colddry and rainy, coming in April, May or June makes more sense."
854,could see horticulture harvest around january early february would see lot farm onion tomato,We could see horticulture harvests around January and early February (we would see a lot of farms doing onions and tomatoes).
855,care miller would come around april would see rice farm commercialization cold dry horticulture crop,"If we just care about millers, etc., we would come around April where we would see rice on the farm and the commercialization of colddry horticulture crops."
856,feb april would see remnant commercialization onion tomato plus growth hot dry rice,"Feb-April we would see the remnants of commercialization of onions and tomatoes, plus the growth of hotdry rice."
857,season information source dr fall get news,In-season information sources Where does Dr. Fall get his news?
858,besides bulletin many conference paper work presentation come research colleague throughout season,"Besides the bulletins, there are many conference papers and work presentations coming from research colleagues throughout the season."
859,bulletin isra national yearly basis summarize research result,There are bulletins from ISRA but they re national and on a yearly basis summarizing research results.
860,every time cropping season end agriculture agent prepare next season lot meeting rice promotion market access,"Every time a cropping season ends, all the agriculture agents are preparing for the next season, so there are a lot of meetings about rice promotion, market access, etc."
861,daily meeting,These are daily meetings!
862,go crop credit input need,"Who s going to crop, what credit and input is needed, etc."
863,get information extension bank,You ll get information from extension and banks.
864,dr fall meeting isra regional director well part rice committee collect question farmer decide respond,Dr. Fall is in these meetings because he is ISRA s regional director as well as part of the rice committee that collects questions from farmers and decides how to respond to them.
865,actor st louis come isra let know plan,Actors in St Louis come to ISRA to let him know what they re planning on doing.
866,first tuesday every month regional meeting head service organization talk plan next month,First Tuesday every month there s a regional meeting of the heads of service organizations to talk about what they re planning on doing for the next few months.
867,meeting service explain plan,"During this meeting, each service has to explain what they ve been doing and what they plan to do."
868,service represent monthly meeting,Which services are represented in these monthly meetings?
869,para statal service link ministry agriculture,Para-statal services that have links with the ministry of agriculture.
870,government make periodical agricultural report get information isra associate,"The government has to make periodical agricultural reports, so they get information from ISRA and associates."
871,report meeting public,These reports and meetings are public.
872,isra para statal salary come government dedicated inform government problem exist,ISRA is para-statal because the salaries come from the government and they re dedicated to informing the government on which problems exist and what to do about them.
873,saed bulletin hivernage confirm wet season document publish september season,"SAED bulletins Hivernage confirmed to be wet season, document published in September (during the season)."
874,read bulletin look release,"When reading the bulletins, look at when they re released."
875,point sur category list content bulletin,"Then, under the Point Sur category, they list the content of the bulletin."
876,past report hot dry cold dry happen september,They have the past reports for hotdry and colddry which happened before September 2021.
877,every bulletin take three season make year two past one progress,"Every bulletin takes three seasons to make the year, two in the past and one in progress."
