,row,col,frozen_col,readable,seeded_doc
506,all,uganda | people,False,13.  To move cargo from Mombasa to Kampala by rail is about half of the price by road.,False
507,all,uganda | people,False,"19. The reason people are exporting without documents is because UEPB, which awards the certificate of origin in preferential markets, has only one office in Kampala.",False
508,all,uganda | people,False,20. You don t go to Kampala and pick up people and then line them up to vote for you as president general; that is mob justice.,False
509,all,uganda | people,False,24. She said she experienced this once when she was being driven to a hotel in Kampala.,False
510,all,uganda | people,False,"26. So, for most Ugandans outside of Kampala, watching TV means paying a subscription tax to pay-TV providers in South Africa and China, the dominant players in the industry.",False
511,all,uganda | people,False,"30. However, as you prepare to comb the streets of Kampala looking for a job, don t limit that degree to only securing formal employment because that might take forever to happen.",False
512,all,uganda | people,False,"41. A friend I have known for the last ten years, and does business in downtown Kampala a hardworking folk for certain has said to me many times that where they once imported 50 containers of merchandise from China or Turkey, they now import 10 or 15.",False
513,all,uganda | people,False,"51. Just imagine a person earning $1,000 in Kampala and another earning the same amount in New York.",False
514,all,uganda | people,False,57. He attracted a negative reputation for his strict enforcement of the urban beautification campaign in Kampala city then.,False
515,all,uganda | people,False,"58. Indeed, the mantra goes that if you fail in Kampala, you have yourself to blame.",False
516,all,uganda | people,False,60. These commissioners sit at the headquarters in Kampala and are fed with figures from polling stations which they use to process the results.,False
517,all,uganda | people,False,63. The number of school-age children engaged in petty trade in local markets and streets of Kampala appear to be on a rise.,False
518,all,uganda | people,False,64. Go downtown Kampala and you will find the entrepreneurs with huge turnover of businesses are equally people with the least education.,False
519,all,uganda | people,False,"71. Cars are getting fewer on Kampala roads, which will have an impact in the overall tax collections.",False
520,all,uganda | people,False,"76. with metal cutting and bending common-user machine tools, the common-user machines for carpentry etc.",False
521,all,uganda | people,False,91. An average person in Kampala spends 3.5 hours (one and a half hours in the morning and another two hours in the evening) in traffic jams every working day.,False
522,all,uganda | people,False,92. We are sorting to select one or two for Kampala.,False
523,all,uganda | people,False,93. Anna said that money would only buy land in Kampala.,False
524,all,uganda | people,False,96. Distribution of nets in Kampala and Wakiso is expected to start next month.,False
525,all,uganda | people,False,"125. Health programmes, especially, immunization and peace, have helped the population of Karamoja to recover and grow from 190,000 in 1980 when I went there as Minister of Defence to now about 1.2 million people.",False
526,all,uganda | people,False,"126. In December 2021, the Parliament passed a supplementary budget worth 39 billion shillings to support various programs in Karamoja.",False
527,all,uganda | people,False,130. The Commission is concluding its three day s engagement with the communities and local leaders in Karamoja today.,False
528,all,uganda | people,False,135. We are raising funds to build latrines in Karamoja this August.,False
529,all,uganda | people,False,"143.  On a good note, Karamoja region was well represented.",False
530,all,uganda | people,False,150. The school feeding programme is therefore part of both the long term and short-term solution to hunger in Karamoja.,False
531,all,uganda | people,False,"152. With regards to refugees and Karamoja, WFP will always provide that safety net.",False
532,all,uganda | people,False,"155. Check, for example, where money is given to people for the construction of boreholes in Karamoja and it is stolen and people suffer.",False
533,all,uganda | people,False,159. We have not had any well coordinated approach to dealing with Karamoja problem.,False
534,all,uganda | people,False,"160. He also expressed concerns about the proliferation of cultural associations in Karamoja, often lacking a clear vision and driven by self-interest advocacy.",False
535,all,uganda | people,False,162. A similar situation is also developing in Karamoja region where hunger has claimed 12 people while others on the verge of dying.,False
536,all,uganda | people,False,"166. She also sees diversification of food crops, livestock breeds, harvesting water for production, elimination of dependence on food aid and boosting the school feeding programme as solutions to Karamoja s problems.",False
537,all,uganda | people,False,"167. For example, Goal and Concern were amongst the first NGOs to support Karamoja during the 1970s famine.",False
538,all,uganda | people,False,172. We have built houses for widowed mothers and we have built a school in Karamoja.,False
539,all,uganda | people,False,174. He said donors should invest in both emergency response and long-term solutions to resolve the hunger and malnutrition crisis in Karamoja.,False
540,all,uganda | people,False,177. Government has welcomed a 23m pound UK investment in the Karamoja nutrition project.,False
541,all,uganda | people,False,"178.  The people in Karamoja have been voting for the (NRM) government for years but their fortunes have not changed, Muguzi said.",False
542,all,uganda | people,False,"179. As a region, Karamoja still stands challenged, with education, food-water-energy deprivation, health, and early childhood pregnancies, and now, reports of insecurity.",False
543,all,uganda | people,False,180. The address also comes at a time the people in the Karamoja sub region are struggling with food insecurity that has seen over 40 people starve to death.,False
544,all,uganda | people,False,181. Well the people in Karamoja will be black and the ones in the Silicon Valley will be white.,False
545,all,uganda | people,False,"195.  When you use the force in Karamoja you will never achieve what you want but apply peace and dialogue, he said.",False
546,all,uganda | people,False,"203. Whether it is our vegetables, tea, coffee, oil or gemstones, our policies and actions as a government over the next 5 years will be to ensure that as much value, and as many jobs, as possible are created and retained in Kenya.",False
547,all,uganda | people,False,"206. Kenya, the second best performer in the region, was ranked position 92 compared with 108 last year, 121 in 2013 and 109 in 2012.",False
548,all,uganda | people,False,"207. Since then, Kenya has made tremendous economic, educational, social and democratic progress.",False
549,all,uganda | people,False,"211. However, Kenya witnessed a decline in coffee export earnings, totaling Kshs25.5 billion (approximately $170.85 million) in the first six months of 2023, compared to KshsSh26.6 billion (approximately $178.2 million) in the same period last year.",False
550,all,uganda | people,False,"215.  That is when we shall also benefit from the tourists but, currently, we get them from Kenya and to ensure we get profit from them, we sell them expensively.",False
551,all,uganda | people,False,"219. As such, Kenya needs to work overtime to set a power generation agenda that identifies real versus perceived needs.",False
552,all,uganda | people,False,"221. It includes detailed energy profiles of 11 countries that represent three-quarters of the region s gross domestic product and energy demand, including Nigeria, South Africa, Ethiopia, Kenya and Ghana.",False
553,all,uganda | people,False,"225. According to the popular narrative, Kenya suffers from the twin evils of electricity that is overly expensive and in short supply.",False
554,all,uganda | people,False,227. The economic success stories of recent years have followed different paths with far more government involvement in Ethiopia and more market-driven models in Ghana and Kenya.,False
555,all,uganda | people,False,"229. In the Great Lakes region, Kenya and Tanzania have set a practice that leaders must change after every five or ten years and they change only democratically through elections.",False
556,all,uganda | people,False,"230. Tanzania has recently discovered huge gas deposits and Kenya on top of oil, has made huge technological and infrastructural investments opening itself up for the international investor.",False
557,all,uganda | people,False,"231. The trade disputes between Tanzania and Kenya, which are the biggest economies in the region, have also spilt into livestock and the tourism sectors.",False
558,all,uganda | people,False,"233. Researchers at the National Agricultural Research Organisation say the pest, which is suspected to have come from Kenya, could have entered into some farms although they could not confirm how far it has reached.",False
559,all,uganda | people,False,"235. Kenya is not regarded as a least developed country; so, it would have to battle increased tariffs on its products destined for Europe.",False
560,all,uganda | people,False,"236. Kenya s industrial and consumer demand, economic growth, relative poverty as well as the current grid and distribution network simply do not support this magnitude of power generation at such exorbitant costs.",False
561,all,uganda | people,False,"237. This is despite Kenya and Tanzania, which are the biggest economies in the region, having a minimum wage policy.",False
562,all,uganda | people,False,"244. After the election violence in Kenya, the government injected about $10 million in image promotion to reassure the world that it was a one off incident and it was over.",False
563,all,uganda | people,False,"245. However, Kenya, which has a more robust tourism sector in the region besides Tanzania, recorded US$1.2bn in earnings compared with US$989 million in the previous year as a result of a 9.8% growth in international tourist arrivals to 1.4million.",False
564,all,uganda | people,False,"248. But a decade later, little progress has been made and the pastoral communities of northern Kenya continue to grapple with water scarcity problems.",False
565,all,uganda | people,False,251. Onesmus Kipchumba Murkomen is one of those who have supported efforts aimed at improving infrastructure between Kenya and other countries.,False
566,all,uganda | people,False,266. Nandutu says the government is working with Kenya to ensure peace prevails in the Karamoja region.,False
567,all,uganda | people,False,287. Kenya is currently the largest exporter of Hass avocado in Africa whereby it gets up to US$ 100 million in foreign exchange.,False
568,all,uganda | people,False,"292. In September, fuel prices in Kenya rose to the highest level in Kenya s history after the government attempted to discontinue the subsidy scheme on fuel that was introduced in April.",False
569,all,uganda | people,False,"301. She comes in at a time when Kenya s trade with her neighbors has dwindled over the last three years, especially in terms of the country s exports.",False
570,all,uganda | people,False,"303. Yet even with these caveats, it is clear post- genocide Rwanda is building a more equitable society.",False
571,all,uganda | people,False,313. In contrast the annual GDP per capita of Rwanda is currently about US$822.,False
572,all,uganda | people,False,"317. I went to the IMF website and downloaded GDP growth figures of 191 countries and sought to see how Rwanda ranks over the last 25 years (since 1988), over the last 19 years (since 1994) and over the last 13 years (since Paul Kagame became president in 2000).",False
573,all,uganda | people,False,"320.  He trusted people, which is a very strange thing to say because you think if you were the head spy really for a long time in Rwanda, you would be very careful, very cautious, but when he decided he liked somebody he just trusted them, Wrong said.",False
574,all,uganda | people,False,"326. Rwanda recorded a 34% rise in revenues, reaching $105 million in 2022, driven by favorable coffee prices.",False
575,all,uganda | people,False,333. For Rwanda it was the biggest lesson so far because it was run using highly efficient and effective electoral machinery.,False
576,all,uganda | people,False,"337. According to most observers, the Hutu are the majority in Rwanda, some even suggesting as high as 85 per cent of the population.",False
577,all,uganda | people,False,"343. As president of Rwanda, he had a responsibility to punish corruption regardless of its effects on his and his party s electoral fortunes.",False
578,all,uganda | people,False,344. The sudden halt to the free movement of goods and people violates the EAC Common Market protocol of free movement of goods and people and Rwanda has been firm in denying it closed the border.,False
579,all,uganda | people,False,346. Rwanda registered 5 new cases while no new data is coming out of Tanzania for nearly a week now.,False
580,all,uganda | people,False,348. Rwanda exported more than 19.7 million kilograms of coffee worth US$60.4milion in the previous year.,False
581,all,uganda | people,False,"350. The central bank had, however, indicated that the Rwanda impact would not hurt much on the economy.",False
582,all,uganda | people,False,351. It is the sixth year in a row that Rwanda is maintaining a high ranking in the World Bank index which rates countries on how easily a business can be set up and how it is protected after it has been set up.,False
583,all,uganda | people,False,"357.  said Gerald Mukubu, head of Rwanda s Private Sector Federation, at the time.",False
584,all,uganda | people,False,"359. This time, to demonstrate confidence in improved relations with Rwanda, he decided to take the bold step and fly into Kigali.",False
585,all,uganda | people,False,363. You have seen what has happened in neighbouring Rwanda when the government woke up and said no; transferring money from your bank to the mobile wallet should be free and the other way.,False
586,all,uganda | people,False,"368. In Rwanda, for example, a Community-Based Health Insurance Scheme covers more than 80% of the population, in a country where 90% of people work in the informal sector.",False
587,all,uganda | people,False,"369. Over the last 25 years, Rwanda s GDP growth rate has averaged 4.5% thus making it the 75th fastest growing economy in the world.",False
588,all,uganda | people,False,374. One can easily think it is well researched that is if they are ignorant of the realities of post genocide Rwanda.,False
589,all,uganda | people,False,"377.  We hope that the finalists will get more expertise in what they are working on during their stay in Rwanda, Musene said.",False
590,all,uganda | people,False,379. Kagame has helped put in place public and private institutions in Rwanda.,False
591,all,uganda | people,False,"383. In the past, Rwanda used to call me monthly to check some of their projects.",False
592,all,uganda | people,False,385. A parent who preferred anonymity says her son travelled to Rwanda for studies.,False
593,all,uganda | people,False,"388. International visitors for tourism and trade shows are a major source of revenue of Rwanda and Kigali in particular, which markets itself as an attractive location for global conferences.",False
594,all,uganda | people,False,"391. It was set for November 18, again moved from November 13 as the Angola Foreign Affairs Minister was said to be committed, then eventually called off by Rwanda.",False
595,all,uganda | people,False,"394. His project was driven by seeing how Rwanda s economy is based on agriculture and livestock, and yet most of the produce goes to waste because of lack of processing avenues.",False
596,all,uganda | people,False,397. Last year Rwanda witnessed an increase in prices of agro products due to drought in some parts of the country.,False
597,all,uganda | people,False,"398. In 2014, an oil survey exercise in Rwanda discovered that the Lake Kivu basin was favorable for oil and gas exploration.",False
598,all,uganda | people,False,399. Yet they should have learnt in Rwanda that those registers are permanently available for anybody s reflection at any one time.,False
599,all,uganda | people,False,"404. He observed that going by the strain caused by servicing the debt, some international financiers are not at ease investing in Uganda.",False
600,all,uganda | people,False,409. The loss of public property has never been a serious offense in the Uganda that I know.,False
601,all,uganda | people,False,"412.  The finest cotton in the world is produced here in Uganda and we shall support a mechanism for Uganda to produce, process and market her cotton globally, he said.",False
602,all,uganda | people,False,"413. It presents a good opportunity for Uganda to share the current developments in the oil and gas sector together with the energy and mineral sectors including available investment opportunities, Minister Nankabirwa said.",False
603,all,uganda | people,False,415. What is also interesting is that at the heart of the political vision in Uganda is that it cannot succeed without the development of the regional environment.,False
604,all,uganda | people,False,416. The UK is hosting summits on both of these areas this year and I m delighted that Uganda is closely engaged on both.,False
605,all,uganda | people,False,"419. However, using countries like Algeria, Israel and Pakistan which charge windfall tax on oil prices reaching between US$ 30 and US$60, CSBAG thinks that the US$75 minimum threshold for Uganda is high.",False
606,all,uganda | people,False,"420. The sector employs about 66 per cent of Uganda s total labour force, and the vast majority of our population and directly and indirectly depend on it.",False
607,all,uganda | people,False,"421. Unlike Uganda where most transactions are with hard cash, in Somalia, it is easier to pay for anything using a mobile money-like service.",False
608,all,uganda | people,False,"422. Consequently, there is no direct monetary gain from authorship, partly because of a poor reading culture in Uganda and, therefore, limited size of the book market.",False
609,all,uganda | people,False,"423. Below are the interview excerpts with questions ranging from the recent loan, Uganda's growth, and accountability.",False
610,all,uganda | people,False,424. For example Conservationists working with government of Uganda signed a much sought-after biodiversity conservation commitments.,False
611,all,uganda | people,False,"429. Uganda receives about 1.8 million visitors annually, including nationals and residents returning.",False
612,all,uganda | people,False,"430. According to BOU, the closest Uganda s inflation touched the current level was in August 2012.",False
613,all,uganda | people,False,"433. Also, gold export figures directly affect the GDP values of Uganda, inflating them, thereby painting a bogus image of the actual state of the economy.",False
614,all,uganda | people,False,"434. Museveni always says that in 1986, Uganda collected Shs5 billion in revenues.",False
615,all,uganda | people,False,435. Uganda and Tanzania say it stifles production and trade in locally grown rice and some rice imports in the region are illegally re-exported.,False
616,all,uganda | people,False,437. Laura says IJM could move to northern Uganda if funds become available.,False
617,all,uganda | people,False,"438. Earlier this year, in June, I was privileged to get audience with H.E the president of Uganda.",False
618,all,uganda | people,False,"439. When it broke out in Uganda last year, other countries like China were battling a tougher strain H7N9.",False
619,all,uganda | people,False,"442. Regionally Uganda s imports from the African continent (based on 2020 data) is $2.8-billion, representing 34% of its total imports.",False
620,all,uganda | people,False,443. But what we need to have is a process of being able to talk about what happened; a process of reconciliation and a process of justice so that we are able to ensure that northern Uganda and the country in general is able to move on.,False
621,all,uganda | people,False,444. So I still believe Uganda is central geographically but also in terms of conflict resolution and building the East African Community.,False
622,all,uganda | people,False,445. Many people are concerned about the failing impact on Uganda oil prices but the explanation is simple.,False
623,all,uganda | people,False,"447. By 1986, when the NRM took power after an armed conflict of 20years (1966-1986),the economy of Uganda had collapsed and had been totally informalized.",False
624,all,uganda | people,False,"453. Uganda needs up to 28.1 billion dollars to finance climate mitigation measures according to its Nationally Determined Contribution, a commitment it made in line with the 2015 Paris Agreement, for the period 2020-2030.",False
625,all,uganda | people,False,461. Traders say they were later told Uganda is an open market and everyone is allowed to trade.,False
626,all,uganda | people,False,462. TotalEnergies being the captain of Uganda s oil industries favoured European companies.,False
627,all,uganda | people,False,"465. The other costs come about because, for instance, Uganda is landlocked and its oil is said to be waxy; needing pipelines to be heated if it is to be transported to the refining facility or exporting.",False
628,all,uganda | people,False,"471. The government of Uganda has been so helpful to the people with disabilities in that several plans and rules have been put in place to cater for such people in all societies, especially at all public places, offices and other facilities.",False
629,all,uganda | people,False,474. The president who will put his campaign trail on hold to welcome the Pope says this is a great blessing to Uganda.,False
630,all,uganda | people,False,476. Uganda farmers need a movement towards agro-ecological farming systems.,False
631,all,uganda | people,False,"479. From a realistic standpoint, the state of Uganda s physical planning, this is impractical and would mean closing at least 80 per cent of the existing bars in Uganda.",False
632,all,uganda | people,False,"481. Now that government has already taken this strategic decision, I want to focus on what this decision taken by MoFPED means for traders along the value chain of production in Uganda s Agriculture, Industry and service sectors.",False
633,all,uganda | people,False,486.  It is absurd that we have a law in Uganda that intends to take away the rights of farmers in future.,False
634,all,uganda | people,False,"488. The directive also affected the tourism industry, which contributes 10% of Uganda s Gross Domestic Product- GDP.",False
635,all,uganda | people,False,490. He said the biodiversity around Total s Uganda project is unique.,False
636,all,uganda | people,False,491. His struggle and sacrifice for freedom and democracy in Uganda is undoubtedly one of the most inspiring acts of leadership.,False
637,all,uganda | people,False,"493. Therefore, if there was a magic wand that would address Uganda s healthcare system issues, it would be sufficient and sustainable funding.",False
638,all,uganda | people,False,497. Natuhwera said there is a pending criminal trial and therefore justice must be served to the government of Uganda and the people of Uganda who want the trial to go on.,False
639,all,uganda | people,False,"499. Under the deal, the Chinese government would extend a loan to the government of Uganda to cover 85% of the cost of the project.",False
640,all,uganda | people,False,"501. The agriculture sector remains the basis of Uganda s economy; it accounts for one quarter of the country s GDP, half of Uganda s exports and employs close to 70% of the country s labour force.",False
641,all,uganda | people,False,"502. He said Uganda s economy is far from recovery, adding that commodity prices are still high and that unemployment rate is still worrying.",False
642,all,we | rwanda,False,216. The pass rate for Kenya at the same level was 42% and Tanzania 36%.,False
643,all,we | rwanda,False,"224. The others include Yemen, Djibouti, Eritrea, Ethiopia, Somalia, South Sudan, Sudan, Tanzania and Kenya.",False
644,all,we | rwanda,False,234. [Kidepo national park shares borders with Kenya and South Sudan.,False
645,all,we | rwanda,False,242. They hoped their harvest could be exported to neighbouring Tanzania and Kenya for a better pay.,False
646,all,we | rwanda,False,"255. Other contributors are Djibouti, Ethiopia and Kenya.",False
647,all,we | rwanda,False,"264. It has attracted exhibitors from at least 20 countries, including Nigeria, Thailand, Kenya, Ghana, South Africa and Sudan.",False
648,all,we | rwanda,False,"265. However, locusts continue laying eggs in Kenya, Somalia and Ethiopia.",False
649,all,we | rwanda,False,"276. Over the same period Kenya exported to the U.S. items worth US$566 million, Ethiopia US$206 million, Chad US$2,328, and South Africa US$8,307 million.",False
650,all,we | rwanda,False,"286. RUSF is manufactured in France, Ethiopia, Pakistan, Kenya and South Africa.",False
651,all,we | rwanda,False,293. Kenya will not be part of the 17 nations reportedly due to its status as a middle-income nation.,False
652,all,we | rwanda,False,"304. This is incredible, even in countries that are much richer than Rwanda.",False
653,all,we | rwanda,False,309. Somalia and Rwanda abstained.,False
654,all,we | rwanda,False,310. Ethiopia and Rwanda can and are already doing this.,False
655,all,we | rwanda,False,"312. We should treat Rwanda, Ethiopia and Botswana as exceptions.",False
656,all,we | rwanda,False,316. Rwanda seems to be a country of extremes.,False
657,all,we | rwanda,False,"328. And with the exception of Ethiopia and Rwanda, all the fastest growing Africa economies over the last decade are very corrupt.",False
658,all,we | rwanda,False,"334.  We do not have Rwanda s support, the M23 s Kanyuka insists.",False
659,all,we | rwanda,False,"336. The same fate has befallen Ethiopia, Africa s fastest growing economy but not Rwanda, Africa s second fastest growing economy.",False
660,all,we | rwanda,False,"341. Burundi and Rwanda are planning to complete, in four years, a 500 km road linking them with Tanzania.",False
661,all,we | rwanda,False,"345. Countries making baby steps in this zone include Rwanda, Gabon, Eswatini (Lesotho), and Algeria.",False
662,all,we | rwanda,False,"347. China, Mozambique, and Vietnam are level with Rwanda at 14%.",False
663,all,we | rwanda,False,360. Then there are countries like Rwanda.,False
664,all,we | rwanda,False,"365. It happened in South Sudan, Rwanda and perhaps Somalia.",False
665,all,we | rwanda,False,"366. South Africa, too, has seen a spectacular drop in fertility, as have Malawi and Rwanda.",False
666,all,we | rwanda,False,"367. South Sudan stands at 145 while Rwanda and Burundi, which have been at loggerheads in recent years follow each other at 159 and 160.",False
667,all,we | rwanda,False,376. Rwanda is reportedly at US$673 and Ethiopia at US$174.,False
668,all,we | rwanda,False,"387. In Rwanda, the agency provided support to RwandAir.",False
669,all,we | rwanda,False,"389. The refugees originate mainly from the Democratic Republic of Congo, Rwanda, South Sudan, Somalia, and Burundi.",False
670,all,we | rwanda,False,425. The population of Uganda was 14 million in 1986.,False
671,all,we | rwanda,False,441. Uganda has to take cue from other countries.,False
672,all,we | rwanda,False,"456. I want to reiterate the respect Somalia has for Uganda for championing peace in Somalia and our bilateral cooperation, the Somali leader said.",False
673,all,we | rwanda,False,472. It was also grown on farms in western and eastern Uganda.,False
674,all,we | rwanda,False,"482. In Uganda, by 1986 the population of elephants dwindled to 2000 from 30,000.",False
675,all,kampala | aboneka,False,"31. Agaliawamu Gegalumaenyama, Kampala.",False
676,all,kampala | aboneka,False,"38. Florence Atwongyeire, Kampala.",False
677,all,kampala | aboneka,False,"54. Onesmus Muwanga, Kampala.",False
678,all,kampala | aboneka,False,"56. Michael Aboneka, Kampala.",False
679,all,rwanda,False,355. Rwanda 15.,False
680,all,karamoja | kampala,False,"0. Speaking at the Uganda Media Center in Kampala, HESFB executive director, Michael Wanyama, said the successful applicants are under Lot 1 of the 8th cohort of the students loan scheme beneficiaries for the academic year 202122.",False
681,all,karamoja | kampala,False,"1. In Kampala, since Jennifer Musisi s time, they have been singing the song of decongesting the city but as much as they have tried to do so, the lord mayor and his political squad have also misled people.",False
682,all,karamoja | kampala,False,"2. In Kampala, the Journal report said, over 90% of the measured fine particles in the air mass can be explained by condensed particles (crustal species and between 41% and 59%) and soot from burning fires, manufacturing processes, and motor vehicles (carbonaceous aerosol at between 33% and 55%).",False
683,all,karamoja | kampala,False,"3. In a glaring snub to Besigye, Ssuubi linchpin, Kampala Central MP Erias Lukwago has proceeded to contest for the Kampala mayoral seat without formal IPC endorsement.",False
684,all,karamoja | kampala,False,"4. But Mutebile told a meeting in Kampala on Friday that the opportunity to borrow non-concessional expensive money to meet infrastructure needs has become very tempting, especially in anticipation of oil revenues, which serve as collateral for borrowing from international markets.",False
685,all,karamoja | kampala,False,"7. In terms of the transports sector, it is anticipated that near rainfall patterns are likely to be occasionally accompanied by intense rainfall events that may lead to flash flooding in some localized places especially in Kampala and other urban areas.",False
686,all,karamoja | kampala,False,"11. Dozens of people were killed and several others injured mostly in Kampala, as security forces tried to quell riots that followed the arrest of two opposition politicians on allegations of violating COVID-19 containment measures.",False
687,all,karamoja | kampala,False,"12. Tactically, therefore, Besigye has been extremely successful in undermining the confidence of NRM supporters in their president and government, crippling the government s diplomatic standing, dented the country s image as an investment destination, shut down the city, forced the closure of banks, stopped people from work, reduced the inflow of goods into Kampala and turned national attention to his person.",False
688,all,karamoja | kampala,False,"14. East African Breweries Limited launched a 124-page sustainability report titled, Crafting a sustainable future: Our report to society 2021 at Serena hotel Kampala on September 1, 2021.",False
689,all,karamoja | kampala,False,16. On Aug.9 the Ministry of Energy headquarters at Amber House in Kampala was a bee-hive of activity.,False
690,all,karamoja | kampala,False,17. McDade s comment kicked up a storm in government circles in Kampala.,False
691,all,karamoja | kampala,False,"18. As such, the management of Top radio and Top TV, owned by Pastor Jackson Ssenyonga of the Christian Life Church in Bwaise on the outskirts of Kampala, have had an overhaul of their daily political talk shows.",False
692,all,karamoja | kampala,False,21. URN has established that government has recalled a total of 85 Chinese nationals who arrived in the country on Tuesday in Kampala for institutional quarantining.,False
693,all,karamoja | kampala,False,"22. Finance minister Matia Kasaija, while delivering the budget at Kololo Ceremonial Grounds in Kampala on Tuesday, June 14, 2022, said the overriding goal of the ruling government is to achieve socio-economic transformation for the benefit of all Ugandans and thus improve their lives.",False
694,all,karamoja | kampala,False,23. She was speaking at a press conference held in her Office in Kampala on Thursday on the upcoming Annual Prosecutor s symposium and the 6th Joan Kagezi Memorial Lecture that is scheduled to take place next week from April 25th to 28th.,False
695,all,karamoja | kampala,False,"25. Mogadishu, Somalia | THE INDEPENDENT | The Uganda People s Defence Forces (UPDF) headquarters in Kampala has confirmed that a few days ago, Al-Shabaab militants were repulsed in an attempted attack on their contingent in Somalia.",False
696,all,karamoja | kampala,False,"27. With the scare in Kampala, the public is being encour aged to be keen on symp toms like, diarrhea, fever, vomiting, dehydration and decreased urine output and report any case for imme diate treatment.",False
697,all,karamoja | kampala,False,28. Visiting presidents show up so frequently that the grassy verge outside its factory in Kampala will soon become a forest.,False
698,all,karamoja | kampala,False,"29. Meanwhile, another source claims Otengo (our head of mission in Addis), who the lockdown found in Kampala, also learnt about Kutesa s letter on social media.",False
699,all,karamoja | kampala,False,"32. Besigye also says security forces also besieged his home and raided the party s main office in Kampala, something he claims the government has often denied.",False
700,all,karamoja | kampala,False,"34. The purpose of the long winding trip, 151 kilometres northwest of Kampala, was to witness the progress made in the US$500, 0000 project of strengthening resilience of refugees and the host communities to absorb, recover and adapt sustainably to shocks.",False
701,all,karamoja | kampala,False,35. Razor Blade made a lot of news when Solomon Sserwanja debuted his investigative story about deadly gangs in Kampala.,False
702,all,karamoja | kampala,False,"36. Speaking at the 2023 Stanbic Global Financial Markets Forum in Kampala, Economist on Tuesday, Dr Fred Muhumuza warned that the government is acquiring too much expensive debt especially in form of government treasuries.",False
703,all,karamoja | kampala,False,"37. My father was calling him to warn the headmaster from Obote College not to come back to Lira, because he had come to Kampala for central marking.",False
704,all,karamoja | kampala,False,"40. It can happen anywhere, even in Kampala, Disaster Preparedness minister Tarsis Kabwegyere told The Independent.",False
705,all,karamoja | kampala,False,"42. However, in Kampala, given the nature of businesses, the area of operation or SACCOs will be within the place of work; for example taxi parks, boda boda stages, markets and offices, among others.",False
706,all,karamoja | kampala,False,"43. The same expressway which is a toll road like the Kampala Entebbe Expressway will provide road users with an easy link between the international airport and the beautiful home of the Nile River through the bustling business capital, Kampala.",False
707,all,karamoja | kampala,False,"44. On his way back after the funeral, Paul Kavuma passed through Nairobi and he narrated the whole story of what happened in Kampala and London when Mutesa was in exile before and after he passed away.",False
708,all,karamoja | kampala,False,45. Ms. Mukumbya was speaking to reporters after presenting the strategic plan to a group of stakeholders during an event held at dfcu head offices in Kampala.,False
709,all,karamoja | kampala,False,46. Kitutu had spent nine days in Luzira Prison following her remand on April 6 when she was charged with loss of public property and conspiracy to defraud the government at the Anti-Corruption Court in Kampala.,False
710,all,karamoja | kampala,False,"47. During the Christmas season, Sobi had addressed journalists and confessed to a series of murders and robberies around Kampala.",False
711,all,karamoja | kampala,False,48. Sources privy to the meeting told URN that the ministers and their technocrats held a closed-door ministerial meeting at Protea Hotel in Kampala.,False
712,all,karamoja | kampala,False,"49. It is, unfortunate that currently most judicial officers line up at the Chief Magistrate court of Kampala at Buganda Road merely to have access to live video conferencing and leave their court premises wherever they are situated.",False
713,all,karamoja | kampala,False,"52. On the issue of Nabakooba, she told me that Zaake brought hooligans from Kampala to embarrass Nabakooba at the funeral.",False
714,all,karamoja | kampala,False,"53. Bikorwomuhangi was detained at RRU headquarters in Kireka, a Kampala suburb.",False
715,all,karamoja | kampala,False,"55. Before, the meeting with Thomas, President Museveni had in July met with Blinken s Russian counterpart, Foreign Minister Sergei Lavrov who visited him in Kampala.",False
716,all,karamoja | kampala,False,"61. She, however, lost to an independent in the last elections, something she attributes to corrupt leaders who ganged up against her as she fought to protect a large piece of land in Kampala that President Museveni had given to PWDs.",False
717,all,karamoja | kampala,False,"62.  Ongwen, says Oola, should be looked at like any other child in Kampala or Gulu had that child been abducted.",False
718,all,karamoja | kampala,False,"66. Dr Byarugaba Baterana, the executive director of the Mulago National Referral Hospital in Kampala told reporters that a further nine people who had been admitted at the hospital ward had died of their injuries.",False
719,all,karamoja | kampala,False,"68. This is confirmed by the Secretary to the Treasury, Keith Muhakanizi s remarks to the diplomats and economists at the International Monetary Fund meeting held in Kampala in October last year.",False
720,all,karamoja | kampala,False,69. The Anti-Corruption Court in Kampala today remanded her to Luzira until May 3.,False
721,all,karamoja | kampala,False,70. He told a press conference in Kampala that Hepatitis B vaccination is free of charge in all government facilities adding that it s wasteful to give people more than one dose of the vaccine.,False
722,all,karamoja | kampala,False,"73. Speaking to journalists at the energy ministry s headquarters in Kampala on Feb. 24, Eng.",False
723,all,karamoja | kampala,False,"74. This retreat is a unique activity to get all ambassadors in one spot because they regularly meet in Kampala but only deliberate as a group once every year outside the capital, Gyezaho said.",False
724,all,karamoja | kampala,False,"77. On Sunday, a few hours before Dr Hajj Bulaimu Muwanga Kibirige, popularly known as BMK after his eponymous group, was buried at the public Muslim cemetery he created in Nkoowe near Wakiso town, I was at Hotel Africana in Kampala.",False
725,all,karamoja | kampala,False,"78.  People in Kampala listen to people who peddle false hoods, some of who say Coronavirus does not exist.",False
726,all,karamoja | kampala,False,"79. Nankabirwa revealed this during a press conference at the Uganda Media Centre in Kampala, where she addressed the pressing matters related to the forthcoming Energy and Minerals Week 2023, scheduled for November 13-18.",False
