,Unnamed: 0,readable,uganda-Kampala,uganda-Karamoja,uganda-Kenya,uganda-Rwanda,uganda-Uganda,all,stripped
258,258,"With the loss of visitors came a sharp fall in aeroplane flights, which disrupted exports of Kenya’s high-value fruits and vegetables.
",0,0,1,0,0,1,loss visitor come sharp fall aeroplane flight disrupt export kenya high value fruit vegetable
259,259,"In Nairobi, at the time, Blinken met with Kenyan President Uhuru Kenyatta and Cabinet Secretary for Foreign Affairs Ambassador Raychelle Omamo, to affirm their “strategic partnership with Kenya”.
",0,0,1,0,0,1,nairobi time blinken meet kenyan president uhuru kenyatta cabinet secretary foreign affair ambassador raychelle omamo affirm strategic partnership kenya
260,260,"The President, who was accompanied by Cabinet Secretaries Eugene Wamalwa (Devolution), Simon Chelugui (Water) and John Munyes (Mining), said Kenya will develop amenities including schools, dams and health centres on its side of the common border that will be accessible to all communities in the cluster.
",0,0,1,0,0,1,president accompany cabinet secretary eugene wamalwa devolution simon chelugui water john munyes mining say kenya develop amenity include school dam health centre side common border accessible community cluster
261,261,"Three years ago, in 2019 Kenya became the first country in the East African region to grow a genetically modified crop when it approved commercial farming of Bt cotton; a variety of cotton that is resistant against the devastating African Bollworm.
",0,0,1,0,0,1,three year ago kenya become first country east african region grow genetically modify crop approve commercial farming bt cotton variety cotton resistant devastating african bollworm
262,262,"In western Kenya we are receiving moderate rains apart from the lower part of the lake region which is a bit drier which are areas around Lake Victoria.
",0,0,1,0,0,1,western kenya receive moderate rain apart low part lake region bit dry area around lake victoria
263,263,"The 1960s ushered in the development of educational authorship, with the coming up of publishing firms mostly from Britain and based in Nairobi, Kenya.
",0,0,1,0,0,1,ushered development educational authorship come publish firm mostly britain base nairobi kenya
264,264,"It has attracted exhibitors from at least 20 countries, including Nigeria, Thailand, Kenya, Ghana, South Africa and Sudan.
",0,0,1,0,0,1,attract exhibitor least country include nigeria thailand kenya ghana south africa sudan
265,265,"However, locusts continue laying eggs in Kenya, Somalia and Ethiopia.
",0,0,1,0,0,1,however locust continue lay egg kenya somalia ethiopia
266,266,"Nandutu says the government is working with Kenya to ensure peace prevails in the Karamoja region.
",0,0,1,0,0,1,nandutu say government work kenya ensure peace prevail karamoja region
267,267,"StarTimes has also pushed local programming, with a commitment to collaborate with local content owners and producers across the continent, focusing mostly on the Kenya and Nigeria markets.
",0,0,1,0,0,1,startime push local programming commitment collaborate local content owner producer across continent focus mostly kenya nigeria market
268,268,"The Al Shabab was running riot in northern Kenya, posing a security risk to whatever infrastructure that was planned.
",0,0,1,0,0,1,al shabab run riot northern kenya pose security risk whatever infrastructure plan
269,269,"Kenya banned GM crops in 2012.
",0,0,1,0,0,1,kenya ban gm crop
270,270,"Stressing Kenya’s vulnerability and water insecurity caused by erratic rainfall patterns and the influence of climate change, Kenyan officials at the forum said more research and investment is now needed to identify and understand groundwater aquifers to improve capacity for their monitoring and assessment.
",0,0,1,0,0,1,stress kenya vulnerability water insecurity cause erratic rainfall pattern influence climate change kenyan official forum say research investment need identify understand groundwater aquifer improve capacity monitoring assessment
271,271,"So the spotlight will be on Kenya while labour rights violations in the U.S. are likely to be swept under the carpet.
",0,0,1,0,0,1,spotlight kenya labour right violation u likely sweep carpet
272,272,"The search for both a cure and a vaccine for the coronavirus has intensified around the globe, including in Kenya, as medical researchers race to find the elusive remedy.
",0,0,1,0,0,1,search cure vaccine coronavirus intensify around globe include kenya medical researcher race find elusive remedy
273,273,"He explained that the Karamojong cannot sleep at night and that they are also failing to herd their cattle because of cattle rustling by warriors from neighboring Kenya, including the Pokot, Toposa, raiders from Somalia and South Sudan.
",0,0,1,0,0,1,explain karamojong sleep night fail herd cattle cattle rustle warrior neighboring kenya include pokot toposa raider somalia south sudan
274,274,"It noted that Kenya’s maximum power demand would “grow 72% to 2,259MW by 2020 from the current 1,620MW, when projects such as the standard gauge railway start operating fully”.
",0,0,1,0,0,1,note kenya maximum power demand would grow mw current mw project standard gauge railway start operate fully
275,275,"They include Ivory Coast, Kenya, Cameroon, DR Congo, Cape Verde, Djibouti, Egypt, Ghana, Lesotho, Morocco, Mauritania, Sudan, Senegal, South Sudan, São Tomé and Principe, Swaziland and Zambia.
",0,0,1,0,0,1,include ivory coast kenya cameroon dr congo cape verde djibouti egypt ghana lesotho morocco mauritania sudan senegal south sudan tom principe swaziland zambia
276,276,"Over the same period Kenya exported to the U.S. items worth US$566 million, Ethiopia US$206 million, Chad US$2,328, and South Africa US$8,307 million.
",0,0,1,0,0,1,period kenya export u item worth we million ethiopia we million chad we south africa we million
277,277,"Armed with a hand-drawn map of the routes I was to take to get to my hotel – courtesy of my sister who got married in Kenya – I headed for the city but got lost anyway (for the second time during my visit) because the matatu dropped me at a spot that was not on my map.
",0,0,1,0,0,1,armed hand draw map route take get hotel courtesy sister got marry kenya head city got lose anyway second time visit matatu drop spot map
278,278,"Nairobi, Kenya | AFP | The African Union has asked Burundi to reduce its contribution to an African peacekeeping force in Somalia by a thousand men under a progressive pullout from the country by the AU.
",0,0,1,0,0,1,nairobi kenya afp african union ask burundi reduce contribution african peacekeeping force somalia thousand man progressive pullout country au
279,279,"But Kenya and Tanzania already have their own refineries and cheap sources of oil while Sudan is planning its own refinery.
",0,0,1,0,0,1,kenya tanzania already refinery cheap source oil sudan plan refinery
280,280,"Compared to more industrialised nations, Kenya is unable to produce large quantities of industrial timber due to a lack of supply and the age of its sawmills.
",0,0,1,0,0,1,compare industrialise nation kenya unable produce large quantity industrial timber due lack supply age sawmill
281,281,"Kenya who dominated the competition won the overall team event with three gold medals, four silver medals and two bronze medals to bag 79 points.
",0,0,1,0,0,1,kenya dominate competition overall team event three gold medal four silver medal two bronze medal bag point
282,282,"For example, 1Magic’s The River was adapted for Kenya (as Kina) and Angola (O Rio).
",0,0,1,0,0,1,example magic river adapt kenya kina angola rio
283,283,"These snags have traversed generations and showed up in different forms across East Africa to haunt the rail line: the Rift Valley Railways saga, Kenya’s signing of contracts with China to build the Madaraka Express/Standard Gauge Railway [SGR] under questionable conditions, and cries of incompetence that stained management on the Ugandan arm of the rail line.
",0,0,1,0,0,1,snag traverse generation show different form across east africa haunt rail line rift valley railway saga kenya signing contract china build madaraka express standard gauge railway sgr questionable condition cry incompetence stain management ugandan arm rail line
284,284,"Daniel arap Moi was appointed Vice-President of Kenya by President Jomo Kenyatta in 1966 and he served for 12 years until 1978 when Jomo Kenyatta passed away because of old age.
",0,0,1,0,0,1,daniel arap moi appoint vice president kenya president jomo kenyatta serve year jomo kenyatta pass away old age
285,285,"On top of this, Kenya’s problem is not that it needs more energy.
",0,0,1,0,0,1,top kenya problem need energy
286,286,"RUSF is manufactured in France, Ethiopia, Pakistan, Kenya and South Africa.
",0,0,1,0,0,1,rusf manufacture france ethiopia pakistan kenya south africa
287,287,"Kenya is currently the largest exporter of Hass avocado in Africa whereby it gets up to US$ 100 million in foreign exchange.
",0,0,1,0,0,1,kenya currently large exporter hass avocado africa whereby get we million foreign exchange
288,288,"| TOM COLLINS | On both sides of the congested Ngong Road in Kenya’s capital city of Nairobi, informal carpenters known as “fundis” spend each day making beds, tables and chairs for the ever-expanding housing market.
",0,0,1,0,0,1,tom collins side congested ngong road kenya capital city nairobi informal carpenter know fundi spend day make bed table chair ever expand housing market
289,289,"Francis Adome, the Member of Parliament for Moroto Municipality said that the factory is in a strategic location and will attract markets from neighboring countries such as Kenya and South Sudan.
",0,0,1,0,0,1,francis adome member parliament moroto municipality say factory strategic location attract market neighboring country kenya south sudan
290,290,"The hospital in the past was using a rental oxygen tank from British Oxygen Company, Kenya (BOC) and cylinders for back up.
",0,0,1,0,0,1,hospital past use rental oxygen tank british oxygen company kenya boc cylinder back
291,291,"Last week, the African Union summit in Addis Ababa resolved to ask the UN Security Council to defer the case against President Uhuru Kenyatta of Kenya at the ICC.
",0,0,1,0,0,1,last week african union summit addis ababa resolve ask un security council defer case president uhuru kenyatta kenya icc
292,292,"In September, fuel prices in Kenya rose to the highest level in Kenya’s history after the government attempted to discontinue the subsidy scheme on fuel that was introduced in April.
",0,0,1,0,0,1,september fuel price kenya rise high level kenya history government attempt discontinue subsidy scheme fuel introduce april
293,293,"Kenya will not be part of the 17 nations reportedly due to its status as a middle-income nation.
",0,0,1,0,0,1,kenya part nation reportedly due status middle income nation
294,294,"Hane says most of salt bulk buyers were coming from Democratic Republic of Congo-DRC and Kenya.
",0,0,1,0,0,1,hane say salt bulk buyer come democratic republic congo drc kenya
295,295,"These include the presence of moths, weevils and the poisonous aflatoxin, some of the reasons usually used by export markets like Kenya to restrict Ugandan exports.
",0,0,1,0,0,1,include presence moth weevil poisonous aflatoxin reason usually use export market like kenya restrict ugandan export
296,296,"Then, out of the frastration, some ingenuity of informally trading in the raw materials across the River Lwakhakha (the name itself means border in Lumasaaba) that marks that part of the Kenya-Uganda to the markets in Chepkube, Cheptais, Chepiungu and Kapchanga developed.
",0,0,1,0,0,1,frastration ingenuity informally trade raw material across river lwakhakha name mean border lumasaaba mark part kenya uganda market chepkube cheptais chepiungu kapchanga develop
297,297,"“Kenya is prepared to fully implement the provisions of the Common Market Protocol from July 1st 2010,” Kenyatta said, “I also call upon our brothers in the community to do the same.
",0,0,1,0,0,1,kenya prepared fully implement provision common market protocol july st kenyatta say call upon brother community
298,298,"Three of the victims are said to have escaped into hiding in neighbouring Kenya while the fourth girl was rescued bleeding profusely and in unbearable pain.
",0,0,1,0,0,1,three victim say escape hiding neighbouring kenya fourth girl rescue bleed profusely unbearable pain
299,299,"While observers say that Museveni’s U-turn has a lot to do with his personal fears about the court (some opposition politicians have attempted to take him to the court), his criticism has crystallised around the ICC’s insistence on trying Kenya’s President Uhuru Kenyatta and his deputy, William Ruto.
",0,0,1,0,0,1,observer say museveni u turn lot personal fear court opposition politician attempt take court criticism crystallise around icc insistence try kenya president uhuru kenyatta deputy william ruto
300,300,"“I’m inspired by how Kenya fought the Lamu coal project.
",0,0,1,0,0,1,inspire kenya fight lamu coal project
301,301,"She comes in at a time when Kenya’s trade with her neighbors has dwindled over the last three years, especially in terms of the country’s exports.
",0,0,1,0,0,1,come time kenya trade neighbor dwindle last three year especially term country export
302,302,"UP to 33 percent of MPs are female and regionally, only Rwanda with 49 percent female representation is higher.
",0,0,0,1,0,1,percent mp female regionally rwanda percent female representation high
303,303,"Yet even with these caveats, it is clear post- genocide Rwanda is building a more equitable society.
",0,0,0,1,0,1,yet even caveat clear post genocide rwanda build equitable society
304,304,"This is incredible, even in countries that are much richer than Rwanda.
",0,0,0,1,0,1,incredible even country much rich rwanda
305,305,"He was also one of the RDF officers who attended the meeting that grilled Nyamwasa and sparked off his escape from Rwanda.
",0,0,0,1,0,1,one rdf officer attend meeting grill nyamwasa spark escape rwanda
306,306,"Therefore, over the last twenty years, Rwanda has succeeded in spite of numerous obstacles that would under normal circumstances have relegated it to slow, stagnant, or declining economic growth.
",0,0,0,1,0,1,therefore last twenty year rwanda succeed spite numerous obstacle would normal circumstance relegate slow stagnant decline economic growth
307,307,"In its Applications instituting proceedings against Burundi and Rwanda, the DRC referred, as bases for the Court’s jurisdiction, to Article 36, paragraph 1, of the Statute, the New York Convention of 10 December 1984 against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment, the Montreal Convention of 23 September 1971 for the Suppression of Unlawful Acts against the Safety of Civil Aviation and, lastly, Article 38, paragraph 5, of the Rules of Court.
",0,0,0,1,0,1,application institute proceeding burundi rwanda drc refer basis court jurisdiction article paragraph statute new york convention december torture cruel inhuman degrading treatment punishment montreal convention september suppression unlawful act safety civil aviation lastly article paragraph rule court
308,308,"If the Rwanda government feels aggrieved by Omuseso, it cannot be complainant, prosecutor and judge.
",0,0,0,1,0,1,rwanda government feels aggrieve omuseso complainant prosecutor judge
309,309,"Somalia and Rwanda abstained.
",0,0,0,1,0,1,somalia rwanda abstain
310,310,"Ethiopia and Rwanda can and are already doing this.
",0,0,0,1,0,1,ethiopia rwanda already
311,311,"Rwanda, in 2016 changed its constitution to enable Mr Paul Kagame to contest again.
",0,0,0,1,0,1,rwanda change constitution enable mr paul kagame contest
312,312,"We should treat Rwanda, Ethiopia and Botswana as exceptions.
",0,0,0,1,0,1,treat rwanda ethiopia botswana exception
313,313,"In contrast the annual GDP per capita of Rwanda is currently about US$822.
",0,0,0,1,0,1,contrast annual gdp per capita rwanda currently we
314,314,"Almost simultaneously, on Nov.17, on the eastern side of Rwanda, Burundian soldiers were hit in a night attack on their base near the border with Rwanda.
",0,0,0,1,0,1,almost simultaneously nov eastern side rwanda burundian soldier hit night attack base near border rwanda
315,315,"THE LAST WORD | Andrew M. Mwenda | According to The Economist, a United Kingdom-based highly opinionated newsmagazine, President Paul Kagame runs a tight autocratic political system in Rwanda.
",0,0,0,1,0,1,last word andrew mwenda accord economist united kingdom base highly opinionated newsmagazine president paul kagame run tight autocratic political system rwanda
316,316,"Rwanda seems to be a country of extremes.
",0,0,0,1,0,1,rwanda seem country extreme
317,317,"I went to the IMF website and downloaded GDP growth figures of 191 countries and sought to see how Rwanda ranks over the last 25 years (since 1988), over the last 19 years (since 1994) and over the last 13 years (since Paul Kagame became president in 2000).
",0,0,0,1,0,1,go imf website download gdp growth figure country seek see rwanda rank last year since last year since last year since paul kagame become president
318,318,"Most Western “experts” on Rwanda claim that Kagame has presided over a police state, suffocating individual freedoms, and terrorising its citizens.
",0,0,0,1,0,1,western expert rwanda claim kagame preside police state suffocate individual freedom terrorise citizen
319,319,"I then pulled out of the contract around the time Kayumba was shot because the government of Rwanda objected to my involvement.
",0,0,0,1,0,1,pull contract around time kayumba shoot government rwanda object involvement
320,320,"“He trusted people, which is a very strange thing to say because you think if you were the head spy really for a long time in Rwanda, you would be very careful, very cautious, but when he decided he liked somebody he just trusted them,” Wrong said.
",0,0,0,1,0,1,trust people strange thing say think head spy really long time rwanda would careful cautious decide like somebody trust wrong say
321,321,"The East Africa Community Mining Bill 2016 will have its first hearing from partner states at an assembly in Kigali, Rwanda, in March, according to Hon.
",0,0,0,1,0,1,east africa community mining bill first hearing partner state assembly kigali rwanda march accord hon
322,322,"The latest upsurge of violence is between FARDC, DRC’s army and RDF, Rwanda’s troops, who are currently in open hostilities.
",0,0,0,1,0,1,late upsurge violence fardc drc army rdf rwanda troop currently open hostility
323,323,"On Feb. 16, the Police in Rwanda impounded 105 cartons of counterfeit BIC pens valued at over Rwf 6 million and arrested five people suspected to be behind the act.
",0,0,0,1,0,1,feb police rwanda impound carton counterfeit bic pen value rwf million arrest five people suspect behind act
324,324,"By purely increasing production through distributing improved inputs, supporting growing coffee associations, increasing quality by educating farmers on quality; strengthening cooperatives as well as promoting the Rwandan brand of coffee; Rwanda has moved from being a ‘below-commodity-grade coffee’ producer; having two coffee washing stations in 2000, to being Africa’s fifth largest coffee producer as of 2020.
",0,0,0,1,0,1,purely increase production distribute improve input support grow coffee association increase quality educate farmer quality strengthen cooperative well promote rwandan brand coffee rwanda move commodity grade coffee producer two coffee washing station africa fifth large coffee producer
325,325,"As fighting recently flared up between Tutsi rebels and government forces in eastern Democratic Republic of Congo (DRC), the Rwanda government has found itself, once again at the centre of yet another international controversy.
",0,0,0,1,0,1,fight recently flare tutsi rebel government force eastern democratic republic congo drc rwanda government find centre yet another international controversy
326,326,"Rwanda recorded a 34% rise in revenues, reaching $105 million in 2022, driven by favorable coffee prices.
",0,0,0,1,0,1,rwanda record rise revenue reach million drive favorable coffee price
327,327,"World Ventures reacted to developments in Rwanda with a terse statement that it does not do business in Rwanda.
",0,0,0,1,0,1,world venture react development rwanda terse statement business rwanda
328,328,"And with the exception of Ethiopia and Rwanda, all the fastest growing Africa economies over the last decade are very corrupt.
",0,0,0,1,0,1,exception ethiopia rwanda fast grow africa economy last decade corrupt
329,329,"At the event, Allan Ddamulira, a beneficiary of the fish smoking kiln, said the innovation brings hope at a time when fish farmers were frustrated by lack of market due to the closure of Rwanda-Uganda border.
",0,0,0,1,0,1,event allan ddamulira beneficiary fish smoking kiln say innovation bring hope time fish farmer frustrate lack market due closure rwanda uganda border
330,330,"To traverse this vast jungle territory would take months, thus allowing Kinshasa to trade space for time to reorganise, call upon reserves, mobilise international support etc.
",0,0,0,1,0,1,traverse vast jungle territory would take month thus allow kinshasa trade space time reorganise call upon reserve mobilise international support
331,331,"Because Rwanda has little or no territory to trade for time to mobilize, the best defense – like Israel – is to strike first and fast to occupy enemy territory and create “artificial depth.
",0,0,0,1,0,1,rwanda little territory trade time mobilize good defense like israel strike first fast occupy enemy territory create artificial depth
332,332,"Telesphore Ndabamenye, head of crop production at the Rwanda Agriculture Board, told AFP the harmless-looking brown caterpillar had afflicted most of Rwanda’s 30 districts but said the outbreak was “not bad.
",0,0,0,1,0,1,telesphore ndabamenye head crop production rwanda agriculture board tell afp harmless look brown caterpillar afflict rwanda district say outbreak bad
333,333,"For Rwanda it was the biggest lesson so far because it was run using highly efficient and effective electoral machinery.
",0,0,0,1,0,1,rwanda big lesson far run use highly efficient effective electoral machinery
334,334,"“We do not have Rwanda’s support,” the M23’s Kanyuka insists.
",0,0,0,1,0,1,rwanda support kanyuka insist
335,335,"Kyambadde said selected students in fields such as bakery, woodwork, automotive mechanics, practical nursing, pharmacy and agriculture are not part of the competitions but will be allowed to take part in the exhibitions in Rwanda.
",0,0,0,1,0,1,kyambadde say select student field bakery woodwork automotive mechanic practical nursing pharmacy agriculture part competition allow take part exhibition rwanda
336,336,"The same fate has befallen Ethiopia, Africa’s fastest growing economy but not Rwanda, Africa’s second fastest growing economy.
",0,0,0,1,0,1,fate befall ethiopia africa fast grow economy rwanda africa second fast grow economy
337,337,"According to most observers, the Hutu are the majority in Rwanda, some even suggesting as high as 85 per cent of the population.
",0,0,0,1,0,1,accord observer hutu majority rwanda even suggest high per cent population
338,338,"I told them I have never seen a Rwanda police officer beat a civilian thereby letting lose the dogs of intellectual and emotional war.
",0,0,0,1,0,1,tell never see rwanda police officer beat civilian thereby let lose dog intellectual emotional war
339,339,"Eventually the Ugandan SGR will connect to Rwanda and South Sudan.
",0,0,0,1,0,1,eventually ugandan sgr connect rwanda south sudan
340,340,"THE LAST WORD | Andrew M. Mwenda | Last month, Rwanda hosted the African Union’s summit on the Continent Free Trade Area (CFTA).
",0,0,0,1,0,1,last word andrew mwenda last month rwanda host african union summit continent free trade area cfta
341,341,"Burundi and Rwanda are planning to complete, in four years, a 500 km road linking them with Tanzania.
",0,0,0,1,0,1,burundi rwanda plan complete four year km road link tanzania
342,342,"“The Government of Uganda considers the shooting incident a grave matter and that although the latest victim is Rwandan, it constitutes a pattern of reckless and high-handed acts on the part of Rwanda security personnel, against simple, ordinary people that live along the common border.
",0,0,0,1,0,1,government uganda consider shooting incident grave matter although late victim rwandan constitute pattern reckless high hand act part rwanda security personnel simple ordinary people live along common border
343,343,"As president of Rwanda, he had a responsibility to punish corruption regardless of its effects on his and his party’s electoral fortunes.
",0,0,0,1,0,1,president rwanda responsibility punish corruption regardless effect party electoral fortune
344,344,"The sudden halt to the free movement of goods and people violates the EAC Common Market protocol of free movement of goods and people and Rwanda has been firm in denying it closed the border.
",0,0,0,1,0,1,sudden halt free movement good people violate eac common market protocol free movement good people rwanda firm deny close border
345,345,"Countries making baby steps in this zone include Rwanda, Gabon, Eswatini (Lesotho), and Algeria.
",0,0,0,1,0,1,country make baby step zone include rwanda gabon eswatini lesotho algeria
346,346,"Rwanda registered 5 new cases while no new data is coming out of Tanzania for nearly a week now.
",0,0,0,1,0,1,rwanda register new case new data come tanzania nearly week
347,347,"China, Mozambique, and Vietnam are level with Rwanda at 14%.
",0,0,0,1,0,1,china mozambique vietnam level rwanda
348,348,"Rwanda exported more than 19.7 million kilograms of coffee worth US$60.4milion in the previous year.
",0,0,0,1,0,1,rwanda export million kilogram coffee worth we milion previous year
349,349,"Kenyatta, Museveni and Rwanda’s Paul Kagame, always looked at themselves as the coalition of the willing as Tanzania stayed out of that club.
",0,0,0,1,0,1,kenyatta museveni rwanda paul kagame always look coalition willing tanzania stay club
350,350,"The central bank had, however, indicated that the Rwanda impact would not hurt much on the economy.
",0,0,0,1,0,1,central bank however indicate rwanda impact would hurt much economy
351,351,"It is the sixth year in a row that Rwanda is maintaining a high ranking in the World Bank index which rates countries on how easily a business can be set up and how it is protected after it has been set up.
",0,0,0,1,0,1,sixth year row rwanda maintain high ranking world bank index rate country easily business set protect set
352,352,"On February 8, 2012, Rwanda’s ruling party, the Rwanda Patriotic Front (RPF) held a meeting attended by over 2,000 delegates.
",0,0,0,1,0,1,february rwanda rule party rwanda patriotic front rpf hold meeting attend delegate
353,353,"In the letters, as well as at public functions where he officiates, people say that given the unique circumstances of Rwanda, and recent pressures on its government to toe a certain line, they are worried that when he leaves, many things could go wrong, especially if he leaves quickly and haphazardly.
",0,0,0,1,0,1,letter well public function officiate people say give unique circumstance rwanda recent pressure government toe certain line worried leave many thing could go wrong especially leave quickly haphazardly
354,354,"I was also transferred and made deputy director of military intelligence (finance and administration), deputising Gen Muntu with two others in charge of counter intelligence: Paul Kagame [current president of Rwanda] and a deputy for technical intelligence.
",0,0,0,1,0,1,transfer make deputy director military intelligence finance administration deputising gen muntu two other charge counter intelligence paul kagame current president rwanda deputy technical intelligence
355,355,"Rwanda 15.
",0,0,0,1,0,1,rwanda
356,356,"They add: “It also betrays an apparent appetite for state-to-state violence against the backdrop of a resurgence of interstate tensions such as the recent Rwanda-DRC clashes, raising questions about military capabilities on the continent.
",0,0,0,1,0,1,add betray apparent appetite state state violence backdrop resurgence interstate tension recent rwanda drc clash raise question military capability continent
357,357,"” said Gerald Mukubu, head of Rwanda’s Private Sector Federation, at the time.
",0,0,0,1,0,1,say gerald mukubu head rwanda private sector federation time
358,358,"“The revised Green Growth and Climate Resilience Strategy aims to guide national policy and planning in an integrated way, mainstream climate change into all sectors of the economy, and position Rwanda to access international climate funding and investment,” said Rwanda’s Minister of Environment, Dr Jeanne d’Arc Mujawamariya, in a statement.
",0,0,0,1,0,1,revise green growth climate resilience strategy aim guide national policy planning integrate way mainstream climate change sector economy position rwanda access international climate funding investment say rwanda minister environment dr jeanne arc mujawamariya statement
359,359,"This time, to demonstrate confidence in improved relations with Rwanda, he decided to take the bold step and fly into Kigali.
",0,0,0,1,0,1,time demonstrate confidence improve relation rwanda decide take bold step fly kigali
360,360,"Then there are countries like Rwanda.
",0,0,0,1,0,1,country like rwanda
361,361,"In 2016 Rwanda opened a Methane Power Project on Lake Kivu.
",0,0,0,1,0,1,rwanda open methane power project lake kivu
362,362,"As I have argued before, though it’s an uncomfortable fact, the Tutsi elite in Rwanda is very mindful of its being a minority, and that mistakes in their country don’t end in just a loss of power.
",0,0,0,1,0,1,argue though uncomfortable fact tutsi elite rwanda mindful minority mistake country end loss power
363,363,"You have seen what has happened in neighbouring Rwanda when the government woke up and said no; transferring money from your bank to the mobile wallet should be free and the other way.
",0,0,0,1,0,1,see happen neighbouring rwanda government wake say transfer money bank mobile wallet free way
364,364,"Then in 1999 and in 2000, our Congolese adventure led to us to three ugly battles, this time with our erstwhile ally, Rwanda in Kisangani.
",0,0,0,1,0,1, congolese adventure lead we three ugly battle time erstwhile ally rwanda kisangani
365,365,"It happened in South Sudan, Rwanda and perhaps Somalia.
",0,0,0,1,0,1,happen south sudan rwanda perhaps somalia
366,366,"South Africa, too, has seen a spectacular drop in fertility, as have Malawi and Rwanda.
",0,0,0,1,0,1,south africa see spectacular drop fertility malawi rwanda
367,367,"South Sudan stands at 145 while Rwanda and Burundi, which have been at loggerheads in recent years follow each other at 159 and 160.
",0,0,0,1,0,1,south sudan stand rwanda burundi loggerhead recent year follow
368,368,"In Rwanda, for example, a Community-Based Health Insurance Scheme covers more than 80% of the population, in a country where 90% of people work in the informal sector.
",0,0,0,1,0,1,rwanda example community base health insurance scheme cover population country people work informal sector
369,369,"Over the last 25 years, Rwanda’s GDP growth rate has averaged 4.5% thus making it the 75th fastest growing economy in the world.
",0,0,0,1,0,1,last year rwanda gdp growth rate average thus make th fast grow economy world
370,370,"Across the border, Rwanda’s President Paul Kagame recently dismissed from Cabinet, Ambassador Olivier Nduhungirehe, the country’s Foreign Affairs Minister who Ugandan observers felt was undermining the relationship between the two countries.
",0,0,0,1,0,1,across border rwanda president paul kagame recently dismiss cabinet ambassador olivier nduhungirehe country foreign affair minister ugandan observer feel undermine relationship two country
371,371,"When Kagame led the Rwanda Patriotic Army/Front to victory in Rwanda in 1994, he and his comrades faced a country in which an extremist Hutu and opportunistic Tutsi elite had led the masses into participating in the wholesale murder of nearly one million Tutsi and opposition Hutus.
",0,0,0,1,0,1,kagame lead rwanda patriotic army front victory rwanda comrade face country extremist hutu opportunistic tutsi elite lead masse participate wholesale murder nearly one million tutsi opposition hutus
372,372,"Famous for its robust tourism and wildlife approach, Rwanda is the only African country with an extensive gorilla conservation programme, the International Gorilla Conservation Programme, and has made this unique species the centrepiece of its tourism offering, in much the same way that China has done with its pandas.
",0,0,0,1,0,1,famous robust tourism wildlife approach rwanda african country extensive gorilla conservation programme international gorilla conservation programme make unique specie centrepiece tourism offering much way china do panda
373,373,"This is the dilemma those who comment on Rwanda politics face.
",0,0,0,1,0,1,dilemma comment rwanda politic face
374,374,"One can easily think it is well researched – that is if they are ignorant of the realities of post genocide Rwanda.
",0,0,0,1,0,1,one easily think well research ignorant reality post genocide rwanda
375,375,"Indeed, Congo can outsource the provision of order in the east from Rwanda.
",0,0,0,1,0,1,indeed congo outsource provision order east rwanda
376,376,"Rwanda is reportedly at US$673 and Ethiopia at US$174.
",0,0,0,1,0,1,rwanda reportedly we ethiopia we
377,377,"“We hope that the finalists will get more expertise in what they are working on during their stay in Rwanda,” Musene said.
",0,0,0,1,0,1,hope finalist get expertise work stay rwanda musene say
378,378,"This Kigali attitude, combined with something akin to a jihad by the international press against Rwanda that is biased, one-sided and vitriolic has made Kigali’s case less convincing.
",0,0,0,1,0,1,kigali attitude combine something akin jihad international press rwanda bias one sided vitriolic make kigali case less convincing
379,379,"Kagame has helped put in place public and private institutions in Rwanda.
",0,0,0,1,0,1,kagame help put place public private institution rwanda
380,380,"Basigo has also entered the Rwanda’s market, while a partnership between the Rwandan government and Vivo Energy for over 200 e-buses demonstrates the growing regional momentum.
",0,0,0,1,0,1,basigo enter rwanda market partnership rwandan government vivo energy bus demonstrate grow regional momentum
381,381,"You chased the owners of the house to Rwanda.
",0,0,0,1,0,1,chase owner house rwanda
382,382,"If you know a CEO or someone that’s been very successful and he calls up the White House and says, you know what, there’s a little country called Rwanda, and a guy named Paul Kagame that runs it, and you need to focus on that guy because they are going to go somewhere, you pay attention.
",0,0,0,1,0,1,know ceo someone successful call white house say know little country call rwanda guy name paul kagame run need focus guy go go somewhere pay attention
383,383,"In the past, Rwanda used to call me monthly to check some of their projects.
",0,0,0,1,0,1,past rwanda use call monthly check project
384,384,"The report says Rwanda has expressed discomfort about the UPDF deployment in DR Congo.
",0,0,0,1,0,1,report say rwanda express discomfort updf deployment dr congo
385,385,"A parent who preferred anonymity says her son travelled to Rwanda for studies.
",0,0,0,1,0,1,parent prefer anonymity say son travel rwanda study
386,386,"However, numerous Rwandan journalists argue that the media crisis in Rwanda extends beyond censorship to intimidation.
",0,0,0,1,0,1,however numerous rwandan journalist argue medium crisis rwanda extend beyond censorship intimidation
387,387,"In Rwanda, the agency provided support to RwandAir.
",0,0,0,1,0,1,rwanda agency provide support rwandair
388,388,"International visitors for tourism and trade shows are a major source of revenue of Rwanda and Kigali in particular, which markets itself as an attractive location for global conferences.
",0,0,0,1,0,1,international visitor tourism trade show major source revenue rwanda kigali particular market attractive location global conference
389,389,"The refugees originate mainly from the Democratic Republic of Congo, Rwanda, South Sudan, Somalia, and Burundi.
",0,0,0,1,0,1,refugee originate mainly democratic republic congo rwanda south sudan somalia burundi
