	belief	title	author	year
2595	One of my neighbors who is very savvy about mobile phones could not access it.	EMPOWERMENT AT THEIR FINGERTIPS: A CASE STUDY OF THE IMPLEMENTATION OF A MOBILE APP PROJECT FOR FARMERS IN SENEGAL by LAYIRE DIOP A DISSERTATION Presented to the School of Journalism and Communication and the Division of Graduate Studies of the University of Oregon in partial fulfilment of the requirements for the degree of Doctor of Philosophy September 2021 ii DISSERTATION APPROVAL PAGE Student: Layire Diop Title: Empowerment at their Fingertips: A Study of the Implementation of a Mobile App for Farmers in Senegal	Leslie Steeves Co-chairperson, Scott Maier Co-chairperson, Christopher Chavez, Yvonne A. Braun, Layire Diop	2021
2596	Most of the farmers had difficulties using the app because they are illiterate.	EMPOWERMENT AT THEIR FINGERTIPS: A CASE STUDY OF THE IMPLEMENTATION OF A MOBILE APP PROJECT FOR FARMERS IN SENEGAL by LAYIRE DIOP A DISSERTATION Presented to the School of Journalism and Communication and the Division of Graduate Studies of the University of Oregon in partial fulfilment of the requirements for the degree of Doctor of Philosophy September 2021 ii DISSERTATION APPROVAL PAGE Student: Layire Diop Title: Empowerment at their Fingertips: A Study of the Implementation of a Mobile App for Farmers in Senegal	Leslie Steeves Co-chairperson, Scott Maier Co-chairperson, Christopher Chavez, Yvonne A. Braun, Layire Diop	2021
2597	FAO promised to come back with more smartphones that would be given out to the farmers for validating the project.	EMPOWERMENT AT THEIR FINGERTIPS: A CASE STUDY OF THE IMPLEMENTATION OF A MOBILE APP PROJECT FOR FARMERS IN SENEGAL by LAYIRE DIOP A DISSERTATION Presented to the School of Journalism and Communication and the Division of Graduate Studies of the University of Oregon in partial fulfilment of the requirements for the degree of Doctor of Philosophy September 2021 ii DISSERTATION APPROVAL PAGE Student: Layire Diop Title: Empowerment at their Fingertips: A Study of the Implementation of a Mobile App for Farmers in Senegal	Leslie Steeves Co-chairperson, Scott Maier Co-chairperson, Christopher Chavez, Yvonne A. Braun, Layire Diop	2021
2598	Unfortunately, the project came to an end and the farmers did not have the chance to test the app by themselves.	EMPOWERMENT AT THEIR FINGERTIPS: A CASE STUDY OF THE IMPLEMENTATION OF A MOBILE APP PROJECT FOR FARMERS IN SENEGAL by LAYIRE DIOP A DISSERTATION Presented to the School of Journalism and Communication and the Division of Graduate Studies of the University of Oregon in partial fulfilment of the requirements for the degree of Doctor of Philosophy September 2021 ii DISSERTATION APPROVAL PAGE Student: Layire Diop Title: Empowerment at their Fingertips: A Study of the Implementation of a Mobile App for Farmers in Senegal	Leslie Steeves Co-chairperson, Scott Maier Co-chairperson, Christopher Chavez, Yvonne A. Braun, Layire Diop	2021
2599	Before the FAO staff came to train us, when we had sick cows, we were not used to separating them from the healthy ones.	EMPOWERMENT AT THEIR FINGERTIPS: A CASE STUDY OF THE IMPLEMENTATION OF A MOBILE APP PROJECT FOR FARMERS IN SENEGAL by LAYIRE DIOP A DISSERTATION Presented to the School of Journalism and Communication and the Division of Graduate Studies of the University of Oregon in partial fulfilment of the requirements for the degree of Doctor of Philosophy September 2021 ii DISSERTATION APPROVAL PAGE Student: Layire Diop Title: Empowerment at their Fingertips: A Study of the Implementation of a Mobile App for Farmers in Senegal	Leslie Steeves Co-chairperson, Scott Maier Co-chairperson, Christopher Chavez, Yvonne A. Braun, Layire Diop	2021
2600	In the same vein, Informant 59, a male farmer is convinced that the section of the	EMPOWERMENT AT THEIR FINGERTIPS: A CASE STUDY OF THE IMPLEMENTATION OF A MOBILE APP PROJECT FOR FARMERS IN SENEGAL by LAYIRE DIOP A DISSERTATION Presented to the School of Journalism and Communication and the Division of Graduate Studies of the University of Oregon in partial fulfilment of the requirements for the degree of Doctor of Philosophy September 2021 ii DISSERTATION APPROVAL PAGE Student: Layire Diop Title: Empowerment at their Fingertips: A Study of the Implementation of a Mobile App for Farmers in Senegal	Leslie Steeves Co-chairperson, Scott Maier Co-chairperson, Christopher Chavez, Yvonne A. Braun, Layire Diop	2021
2601	Sometimes some peasants use products designed for protecting cotton and apply those on peanuts to keep them well protected.	EMPOWERMENT AT THEIR FINGERTIPS: A CASE STUDY OF THE IMPLEMENTATION OF A MOBILE APP PROJECT FOR FARMERS IN SENEGAL by LAYIRE DIOP A DISSERTATION Presented to the School of Journalism and Communication and the Division of Graduate Studies of the University of Oregon in partial fulfilment of the requirements for the degree of Doctor of Philosophy September 2021 ii DISSERTATION APPROVAL PAGE Student: Layire Diop Title: Empowerment at their Fingertips: A Study of the Implementation of a Mobile App for Farmers in Senegal	Leslie Steeves Co-chairperson, Scott Maier Co-chairperson, Christopher Chavez, Yvonne A. Braun, Layire Diop	2021
2602	The farmers also appreciated their involvement in the implementation of the	EMPOWERMENT AT THEIR FINGERTIPS: A CASE STUDY OF THE IMPLEMENTATION OF A MOBILE APP PROJECT FOR FARMERS IN SENEGAL by LAYIRE DIOP A DISSERTATION Presented to the School of Journalism and Communication and the Division of Graduate Studies of the University of Oregon in partial fulfilment of the requirements for the degree of Doctor of Philosophy September 2021 ii DISSERTATION APPROVAL PAGE Student: Layire Diop Title: Empowerment at their Fingertips: A Study of the Implementation of a Mobile App for Farmers in Senegal	Leslie Steeves Co-chairperson, Scott Maier Co-chairperson, Christopher Chavez, Yvonne A. Braun, Layire Diop	2021
2603	Despite the excitement expressed by the farmers, one member of the FAO calls	EMPOWERMENT AT THEIR FINGERTIPS: A CASE STUDY OF THE IMPLEMENTATION OF A MOBILE APP PROJECT FOR FARMERS IN SENEGAL by LAYIRE DIOP A DISSERTATION Presented to the School of Journalism and Communication and the Division of Graduate Studies of the University of Oregon in partial fulfilment of the requirements for the degree of Doctor of Philosophy September 2021 ii DISSERTATION APPROVAL PAGE Student: Layire Diop Title: Empowerment at their Fingertips: A Study of the Implementation of a Mobile App for Farmers in Senegal	Leslie Steeves Co-chairperson, Scott Maier Co-chairperson, Christopher Chavez, Yvonne A. Braun, Layire Diop	2021
2604	In general, producers just adhere to projects without much objection, with the sentiment that they do not have much to lose.	EMPOWERMENT AT THEIR FINGERTIPS: A CASE STUDY OF THE IMPLEMENTATION OF A MOBILE APP PROJECT FOR FARMERS IN SENEGAL by LAYIRE DIOP A DISSERTATION Presented to the School of Journalism and Communication and the Division of Graduate Studies of the University of Oregon in partial fulfilment of the requirements for the degree of Doctor of Philosophy September 2021 ii DISSERTATION APPROVAL PAGE Student: Layire Diop Title: Empowerment at their Fingertips: A Study of the Implementation of a Mobile App for Farmers in Senegal	Leslie Steeves Co-chairperson, Scott Maier Co-chairperson, Christopher Chavez, Yvonne A. Braun, Layire Diop	2021
2605	Many respondents believed that, instead of launching a new project, FAO could	EMPOWERMENT AT THEIR FINGERTIPS: A CASE STUDY OF THE IMPLEMENTATION OF A MOBILE APP PROJECT FOR FARMERS IN SENEGAL by LAYIRE DIOP A DISSERTATION Presented to the School of Journalism and Communication and the Division of Graduate Studies of the University of Oregon in partial fulfilment of the requirements for the degree of Doctor of Philosophy September 2021 ii DISSERTATION APPROVAL PAGE Student: Layire Diop Title: Empowerment at their Fingertips: A Study of the Implementation of a Mobile App for Farmers in Senegal	Leslie Steeves Co-chairperson, Scott Maier Co-chairperson, Christopher Chavez, Yvonne A. Braun, Layire Diop	2021
2606	These workshops which many participants described as open and friendly represented platforms to gain feedback from the farmers.	EMPOWERMENT AT THEIR FINGERTIPS: A CASE STUDY OF THE IMPLEMENTATION OF A MOBILE APP PROJECT FOR FARMERS IN SENEGAL by LAYIRE DIOP A DISSERTATION Presented to the School of Journalism and Communication and the Division of Graduate Studies of the University of Oregon in partial fulfilment of the requirements for the degree of Doctor of Philosophy September 2021 ii DISSERTATION APPROVAL PAGE Student: Layire Diop Title: Empowerment at their Fingertips: A Study of the Implementation of a Mobile App for Farmers in Senegal	Leslie Steeves Co-chairperson, Scott Maier Co-chairperson, Christopher Chavez, Yvonne A. Braun, Layire Diop	2021
2607	Moreover, even the meetings and workshops with farmers during the research and design phases occurred after the FAO decided to create a mobile app for farmers in Senegal and Rwanda.	EMPOWERMENT AT THEIR FINGERTIPS: A CASE STUDY OF THE IMPLEMENTATION OF A MOBILE APP PROJECT FOR FARMERS IN SENEGAL by LAYIRE DIOP A DISSERTATION Presented to the School of Journalism and Communication and the Division of Graduate Studies of the University of Oregon in partial fulfilment of the requirements for the degree of Doctor of Philosophy September 2021 ii DISSERTATION APPROVAL PAGE Student: Layire Diop Title: Empowerment at their Fingertips: A Study of the Implementation of a Mobile App for Farmers in Senegal	Leslie Steeves Co-chairperson, Scott Maier Co-chairperson, Christopher Chavez, Yvonne A. Braun, Layire Diop	2021
2608	For example, during the interviews and focus groups, most of the farmers were asking for the smartphones that the project managers promised to give them to test the app themselves.	EMPOWERMENT AT THEIR FINGERTIPS: A CASE STUDY OF THE IMPLEMENTATION OF A MOBILE APP PROJECT FOR FARMERS IN SENEGAL by LAYIRE DIOP A DISSERTATION Presented to the School of Journalism and Communication and the Division of Graduate Studies of the University of Oregon in partial fulfilment of the requirements for the degree of Doctor of Philosophy September 2021 ii DISSERTATION APPROVAL PAGE Student: Layire Diop Title: Empowerment at their Fingertips: A Study of the Implementation of a Mobile App for Farmers in Senegal	Leslie Steeves Co-chairperson, Scott Maier Co-chairperson, Christopher Chavez, Yvonne A. Braun, Layire Diop	2021
2609	The farmers who have been involved as testers recognize the improvements that the mobile app could bring in their daily lives through the different services it offers in terms of access to markets, information for curing and feeding the livestock, information about the weather, and the nutritious aspects of crops and food.	EMPOWERMENT AT THEIR FINGERTIPS: A CASE STUDY OF THE IMPLEMENTATION OF A MOBILE APP PROJECT FOR FARMERS IN SENEGAL by LAYIRE DIOP A DISSERTATION Presented to the School of Journalism and Communication and the Division of Graduate Studies of the University of Oregon in partial fulfilment of the requirements for the degree of Doctor of Philosophy September 2021 ii DISSERTATION APPROVAL PAGE Student: Layire Diop Title: Empowerment at their Fingertips: A Study of the Implementation of a Mobile App for Farmers in Senegal	Leslie Steeves Co-chairperson, Scott Maier Co-chairperson, Christopher Chavez, Yvonne A. Braun, Layire Diop	2021
2610	In this sense, it is hoped that the FAO project could last long and contribute to the betterment of the farmers living and working conditions.	EMPOWERMENT AT THEIR FINGERTIPS: A CASE STUDY OF THE IMPLEMENTATION OF A MOBILE APP PROJECT FOR FARMERS IN SENEGAL by LAYIRE DIOP A DISSERTATION Presented to the School of Journalism and Communication and the Division of Graduate Studies of the University of Oregon in partial fulfilment of the requirements for the degree of Doctor of Philosophy September 2021 ii DISSERTATION APPROVAL PAGE Student: Layire Diop Title: Empowerment at their Fingertips: A Study of the Implementation of a Mobile App for Farmers in Senegal	Leslie Steeves Co-chairperson, Scott Maier Co-chairperson, Christopher Chavez, Yvonne A. Braun, Layire Diop	2021
2611	Informant 30, who works as an ICT specialist for the Technical Center for Agricultural and Rural Cooperation (CTA) in the Netherlands also suggested that, because of their lack of financial resources, farmers need evidence about the potential of digital technology to boost agricultural production before they accept to pay for mobile apps.	EMPOWERMENT AT THEIR FINGERTIPS: A CASE STUDY OF THE IMPLEMENTATION OF A MOBILE APP PROJECT FOR FARMERS IN SENEGAL by LAYIRE DIOP A DISSERTATION Presented to the School of Journalism and Communication and the Division of Graduate Studies of the University of Oregon in partial fulfilment of the requirements for the degree of Doctor of Philosophy September 2021 ii DISSERTATION APPROVAL PAGE Student: Layire Diop Title: Empowerment at their Fingertips: A Study of the Implementation of a Mobile App for Farmers in Senegal	Leslie Steeves Co-chairperson, Scott Maier Co-chairperson, Christopher Chavez, Yvonne A. Braun, Layire Diop	2021
2612	The views of farmers regarding the potential of the FAO app are indicative of the	EMPOWERMENT AT THEIR FINGERTIPS: A CASE STUDY OF THE IMPLEMENTATION OF A MOBILE APP PROJECT FOR FARMERS IN SENEGAL by LAYIRE DIOP A DISSERTATION Presented to the School of Journalism and Communication and the Division of Graduate Studies of the University of Oregon in partial fulfilment of the requirements for the degree of Doctor of Philosophy September 2021 ii DISSERTATION APPROVAL PAGE Student: Layire Diop Title: Empowerment at their Fingertips: A Study of the Implementation of a Mobile App for Farmers in Senegal	Leslie Steeves Co-chairperson, Scott Maier Co-chairperson, Christopher Chavez, Yvonne A. Braun, Layire Diop	2021
2613	In reality, even the testers, most of whom are leaders of the farmers' associations were not able to afford smartphones that could allow them to test the app by themselves.	EMPOWERMENT AT THEIR FINGERTIPS: A CASE STUDY OF THE IMPLEMENTATION OF A MOBILE APP PROJECT FOR FARMERS IN SENEGAL by LAYIRE DIOP A DISSERTATION Presented to the School of Journalism and Communication and the Division of Graduate Studies of the University of Oregon in partial fulfilment of the requirements for the degree of Doctor of Philosophy September 2021 ii DISSERTATION APPROVAL PAGE Student: Layire Diop Title: Empowerment at their Fingertips: A Study of the Implementation of a Mobile App for Farmers in Senegal	Leslie Steeves Co-chairperson, Scott Maier Co-chairperson, Christopher Chavez, Yvonne A. Braun, Layire Diop	2021
2614	At the time I met them for interviews and focus group discussions, the testers were still expecting to receive the smartphones that the FAO promised to distribute to them.	EMPOWERMENT AT THEIR FINGERTIPS: A CASE STUDY OF THE IMPLEMENTATION OF A MOBILE APP PROJECT FOR FARMERS IN SENEGAL by LAYIRE DIOP A DISSERTATION Presented to the School of Journalism and Communication and the Division of Graduate Studies of the University of Oregon in partial fulfilment of the requirements for the degree of Doctor of Philosophy September 2021 ii DISSERTATION APPROVAL PAGE Student: Layire Diop Title: Empowerment at their Fingertips: A Study of the Implementation of a Mobile App for Farmers in Senegal	Leslie Steeves Co-chairperson, Scott Maier Co-chairperson, Christopher Chavez, Yvonne A. Braun, Layire Diop	2021
2615	We decided not to hire independent people; we wanted to hire a small, and nimble young company.	EMPOWERMENT AT THEIR FINGERTIPS: A CASE STUDY OF THE IMPLEMENTATION OF A MOBILE APP PROJECT FOR FARMERS IN SENEGAL by LAYIRE DIOP A DISSERTATION Presented to the School of Journalism and Communication and the Division of Graduate Studies of the University of Oregon in partial fulfilment of the requirements for the degree of Doctor of Philosophy September 2021 ii DISSERTATION APPROVAL PAGE Student: Layire Diop Title: Empowerment at their Fingertips: A Study of the Implementation of a Mobile App for Farmers in Senegal	Leslie Steeves Co-chairperson, Scott Maier Co-chairperson, Christopher Chavez, Yvonne A. Braun, Layire Diop	2021
2616	The participants came from three municipalities: Koussanar, Missirah, and Sinthiou Malem, and a small portion of participants hailed from the municipality of Tamba.	EMPOWERMENT AT THEIR FINGERTIPS: A CASE STUDY OF THE IMPLEMENTATION OF A MOBILE APP PROJECT FOR FARMERS IN SENEGAL by LAYIRE DIOP A DISSERTATION Presented to the School of Journalism and Communication and the Division of Graduate Studies of the University of Oregon in partial fulfilment of the requirements for the degree of Doctor of Philosophy September 2021 ii DISSERTATION APPROVAL PAGE Student: Layire Diop Title: Empowerment at their Fingertips: A Study of the Implementation of a Mobile App for Farmers in Senegal	Leslie Steeves Co-chairperson, Scott Maier Co-chairperson, Christopher Chavez, Yvonne A. Braun, Layire Diop	2021
2617	It has also favored participation and communication through Dimitra Clubs established in different villages to find endogenous solutions to local issues such as bushfires, access to water, healthcare, etc.	EMPOWERMENT AT THEIR FINGERTIPS: A CASE STUDY OF THE IMPLEMENTATION OF A MOBILE APP PROJECT FOR FARMERS IN SENEGAL by LAYIRE DIOP A DISSERTATION Presented to the School of Journalism and Communication and the Division of Graduate Studies of the University of Oregon in partial fulfilment of the requirements for the degree of Doctor of Philosophy September 2021 ii DISSERTATION APPROVAL PAGE Student: Layire Diop Title: Empowerment at their Fingertips: A Study of the Implementation of a Mobile App for Farmers in Senegal	Leslie Steeves Co-chairperson, Scott Maier Co-chairperson, Christopher Chavez, Yvonne A. Braun, Layire Diop	2021
2618	As a high-ranked official in Tambacounda put it, the general impression is that everybody at the FAO has their pet projects.	EMPOWERMENT AT THEIR FINGERTIPS: A CASE STUDY OF THE IMPLEMENTATION OF A MOBILE APP PROJECT FOR FARMERS IN SENEGAL by LAYIRE DIOP A DISSERTATION Presented to the School of Journalism and Communication and the Division of Graduate Studies of the University of Oregon in partial fulfilment of the requirements for the degree of Doctor of Philosophy September 2021 ii DISSERTATION APPROVAL PAGE Student: Layire Diop Title: Empowerment at their Fingertips: A Study of the Implementation of a Mobile App for Farmers in Senegal	Leslie Steeves Co-chairperson, Scott Maier Co-chairperson, Christopher Chavez, Yvonne A. Braun, Layire Diop	2021
2619	Informant 13, one of the consultants who appreciated the commitment of the Ministry of Agriculture through its division called DAFSA, elaborated on that issue:	EMPOWERMENT AT THEIR FINGERTIPS: A CASE STUDY OF THE IMPLEMENTATION OF A MOBILE APP PROJECT FOR FARMERS IN SENEGAL by LAYIRE DIOP A DISSERTATION Presented to the School of Journalism and Communication and the Division of Graduate Studies of the University of Oregon in partial fulfilment of the requirements for the degree of Doctor of Philosophy September 2021 ii DISSERTATION APPROVAL PAGE Student: Layire Diop Title: Empowerment at their Fingertips: A Study of the Implementation of a Mobile App for Farmers in Senegal	Leslie Steeves Co-chairperson, Scott Maier Co-chairperson, Christopher Chavez, Yvonne A. Braun, Layire Diop	2021
2620	However, because the project included agriculture and technology, the Ministry of Telecommunications wanted also to play a leading role.	EMPOWERMENT AT THEIR FINGERTIPS: A CASE STUDY OF THE IMPLEMENTATION OF A MOBILE APP PROJECT FOR FARMERS IN SENEGAL by LAYIRE DIOP A DISSERTATION Presented to the School of Journalism and Communication and the Division of Graduate Studies of the University of Oregon in partial fulfilment of the requirements for the degree of Doctor of Philosophy September 2021 ii DISSERTATION APPROVAL PAGE Student: Layire Diop Title: Empowerment at their Fingertips: A Study of the Implementation of a Mobile App for Farmers in Senegal	Leslie Steeves Co-chairperson, Scott Maier Co-chairperson, Christopher Chavez, Yvonne A. Braun, Layire Diop	2021
2621	None of the farmers have had the chance to use the app on their own.	EMPOWERMENT AT THEIR FINGERTIPS: A CASE STUDY OF THE IMPLEMENTATION OF A MOBILE APP PROJECT FOR FARMERS IN SENEGAL by LAYIRE DIOP A DISSERTATION Presented to the School of Journalism and Communication and the Division of Graduate Studies of the University of Oregon in partial fulfilment of the requirements for the degree of Doctor of Philosophy September 2021 ii DISSERTATION APPROVAL PAGE Student: Layire Diop Title: Empowerment at their Fingertips: A Study of the Implementation of a Mobile App for Farmers in Senegal	Leslie Steeves Co-chairperson, Scott Maier Co-chairperson, Christopher Chavez, Yvonne A. Braun, Layire Diop	2021
2622	However, they did not even have the opportunity to meet again with the farmers to hand out the smartphones that would allow them to test the app by themselves.	EMPOWERMENT AT THEIR FINGERTIPS: A CASE STUDY OF THE IMPLEMENTATION OF A MOBILE APP PROJECT FOR FARMERS IN SENEGAL by LAYIRE DIOP A DISSERTATION Presented to the School of Journalism and Communication and the Division of Graduate Studies of the University of Oregon in partial fulfilment of the requirements for the degree of Doctor of Philosophy September 2021 ii DISSERTATION APPROVAL PAGE Student: Layire Diop Title: Empowerment at their Fingertips: A Study of the Implementation of a Mobile App for Farmers in Senegal	Leslie Steeves Co-chairperson, Scott Maier Co-chairperson, Christopher Chavez, Yvonne A. Braun, Layire Diop	2021
2623	However, since FAO is an agency of the United Nations, its services are not supposed to be sold to farmers.	EMPOWERMENT AT THEIR FINGERTIPS: A CASE STUDY OF THE IMPLEMENTATION OF A MOBILE APP PROJECT FOR FARMERS IN SENEGAL by LAYIRE DIOP A DISSERTATION Presented to the School of Journalism and Communication and the Division of Graduate Studies of the University of Oregon in partial fulfilment of the requirements for the degree of Doctor of Philosophy September 2021 ii DISSERTATION APPROVAL PAGE Student: Layire Diop Title: Empowerment at their Fingertips: A Study of the Implementation of a Mobile App for Farmers in Senegal	Leslie Steeves Co-chairperson, Scott Maier Co-chairperson, Christopher Chavez, Yvonne A. Braun, Layire Diop	2021
2624	Despite this consideration, many respondents argued that the farmers should be able to pay out of their own pockets to access the services.	EMPOWERMENT AT THEIR FINGERTIPS: A CASE STUDY OF THE IMPLEMENTATION OF A MOBILE APP PROJECT FOR FARMERS IN SENEGAL by LAYIRE DIOP A DISSERTATION Presented to the School of Journalism and Communication and the Division of Graduate Studies of the University of Oregon in partial fulfilment of the requirements for the degree of Doctor of Philosophy September 2021 ii DISSERTATION APPROVAL PAGE Student: Layire Diop Title: Empowerment at their Fingertips: A Study of the Implementation of a Mobile App for Farmers in Senegal	Leslie Steeves Co-chairperson, Scott Maier Co-chairperson, Christopher Chavez, Yvonne A. Braun, Layire Diop	2021
2625	Sometimes farmers do bad choices when buying pesticides, fertilizers, and other things; they do it because they do not access the right information, whereas with the app, they can even save a lot of money on many things.	EMPOWERMENT AT THEIR FINGERTIPS: A CASE STUDY OF THE IMPLEMENTATION OF A MOBILE APP PROJECT FOR FARMERS IN SENEGAL by LAYIRE DIOP A DISSERTATION Presented to the School of Journalism and Communication and the Division of Graduate Studies of the University of Oregon in partial fulfilment of the requirements for the degree of Doctor of Philosophy September 2021 ii DISSERTATION APPROVAL PAGE Student: Layire Diop Title: Empowerment at their Fingertips: A Study of the Implementation of a Mobile App for Farmers in Senegal	Leslie Steeves Co-chairperson, Scott Maier Co-chairperson, Christopher Chavez, Yvonne A. Braun, Layire Diop	2021
2626	As of Informant 11, a top official of ANCAR put it: On account of our limited humans, we faced a lot of difficulties to answer all the needs expressed by farmers.	EMPOWERMENT AT THEIR FINGERTIPS: A CASE STUDY OF THE IMPLEMENTATION OF A MOBILE APP PROJECT FOR FARMERS IN SENEGAL by LAYIRE DIOP A DISSERTATION Presented to the School of Journalism and Communication and the Division of Graduate Studies of the University of Oregon in partial fulfilment of the requirements for the degree of Doctor of Philosophy September 2021 ii DISSERTATION APPROVAL PAGE Student: Layire Diop Title: Empowerment at their Fingertips: A Study of the Implementation of a Mobile App for Farmers in Senegal	Leslie Steeves Co-chairperson, Scott Maier Co-chairperson, Christopher Chavez, Yvonne A. Braun, Layire Diop	2021
2627	The authorities of ANCAR hoped that the project will ensure the efficiency of	EMPOWERMENT AT THEIR FINGERTIPS: A CASE STUDY OF THE IMPLEMENTATION OF A MOBILE APP PROJECT FOR FARMERS IN SENEGAL by LAYIRE DIOP A DISSERTATION Presented to the School of Journalism and Communication and the Division of Graduate Studies of the University of Oregon in partial fulfilment of the requirements for the degree of Doctor of Philosophy September 2021 ii DISSERTATION APPROVAL PAGE Student: Layire Diop Title: Empowerment at their Fingertips: A Study of the Implementation of a Mobile App for Farmers in Senegal	Leslie Steeves Co-chairperson, Scott Maier Co-chairperson, Christopher Chavez, Yvonne A. Braun, Layire Diop	2021
2628	The perception we had was that the Rwandan government was well committed.	EMPOWERMENT AT THEIR FINGERTIPS: A CASE STUDY OF THE IMPLEMENTATION OF A MOBILE APP PROJECT FOR FARMERS IN SENEGAL by LAYIRE DIOP A DISSERTATION Presented to the School of Journalism and Communication and the Division of Graduate Studies of the University of Oregon in partial fulfilment of the requirements for the degree of Doctor of Philosophy September 2021 ii DISSERTATION APPROVAL PAGE Student: Layire Diop Title: Empowerment at their Fingertips: A Study of the Implementation of a Mobile App for Farmers in Senegal	Leslie Steeves Co-chairperson, Scott Maier Co-chairperson, Christopher Chavez, Yvonne A. Braun, Layire Diop	2021
2629	They wanted to pursue the project and implement the app.	EMPOWERMENT AT THEIR FINGERTIPS: A CASE STUDY OF THE IMPLEMENTATION OF A MOBILE APP PROJECT FOR FARMERS IN SENEGAL by LAYIRE DIOP A DISSERTATION Presented to the School of Journalism and Communication and the Division of Graduate Studies of the University of Oregon in partial fulfilment of the requirements for the degree of Doctor of Philosophy September 2021 ii DISSERTATION APPROVAL PAGE Student: Layire Diop Title: Empowerment at their Fingertips: A Study of the Implementation of a Mobile App for Farmers in Senegal	Leslie Steeves Co-chairperson, Scott Maier Co-chairperson, Christopher Chavez, Yvonne A. Braun, Layire Diop	2021
2630	Informant 12 believed that the possibility offered to farmers to use the app through SMS was crucial:	EMPOWERMENT AT THEIR FINGERTIPS: A CASE STUDY OF THE IMPLEMENTATION OF A MOBILE APP PROJECT FOR FARMERS IN SENEGAL by LAYIRE DIOP A DISSERTATION Presented to the School of Journalism and Communication and the Division of Graduate Studies of the University of Oregon in partial fulfilment of the requirements for the degree of Doctor of Philosophy September 2021 ii DISSERTATION APPROVAL PAGE Student: Layire Diop Title: Empowerment at their Fingertips: A Study of the Implementation of a Mobile App for Farmers in Senegal	Leslie Steeves Co-chairperson, Scott Maier Co-chairperson, Christopher Chavez, Yvonne A. Braun, Layire Diop	2021
2631	As some of the respondents stressed, many of the state institutions nourished the dream of building mobile tools that would allow driving additional financial resources.	EMPOWERMENT AT THEIR FINGERTIPS: A CASE STUDY OF THE IMPLEMENTATION OF A MOBILE APP PROJECT FOR FARMERS IN SENEGAL by LAYIRE DIOP A DISSERTATION Presented to the School of Journalism and Communication and the Division of Graduate Studies of the University of Oregon in partial fulfilment of the requirements for the degree of Doctor of Philosophy September 2021 ii DISSERTATION APPROVAL PAGE Student: Layire Diop Title: Empowerment at their Fingertips: A Study of the Implementation of a Mobile App for Farmers in Senegal	Leslie Steeves Co-chairperson, Scott Maier Co-chairperson, Christopher Chavez, Yvonne A. Braun, Layire Diop	2021
2632	Instead of seeing it as a competing initiative that could thwart their plans, ministries and state agencies could work in synergy to reinforce the activities launched by the UN Agency for the digital inclusion of farmers.	EMPOWERMENT AT THEIR FINGERTIPS: A CASE STUDY OF THE IMPLEMENTATION OF A MOBILE APP PROJECT FOR FARMERS IN SENEGAL by LAYIRE DIOP A DISSERTATION Presented to the School of Journalism and Communication and the Division of Graduate Studies of the University of Oregon in partial fulfilment of the requirements for the degree of Doctor of Philosophy September 2021 ii DISSERTATION APPROVAL PAGE Student: Layire Diop Title: Empowerment at their Fingertips: A Study of the Implementation of a Mobile App for Farmers in Senegal	Leslie Steeves Co-chairperson, Scott Maier Co-chairperson, Christopher Chavez, Yvonne A. Braun, Layire Diop	2021
2633	Following Heeks' description, the FAO project for the use of mobile apps by farmers in Senegal can be considered as a partial failure on account of the lethargy of the initiative and the lack of takeover from part of the local government.	EMPOWERMENT AT THEIR FINGERTIPS: A CASE STUDY OF THE IMPLEMENTATION OF A MOBILE APP PROJECT FOR FARMERS IN SENEGAL by LAYIRE DIOP A DISSERTATION Presented to the School of Journalism and Communication and the Division of Graduate Studies of the University of Oregon in partial fulfilment of the requirements for the degree of Doctor of Philosophy September 2021 ii DISSERTATION APPROVAL PAGE Student: Layire Diop Title: Empowerment at their Fingertips: A Study of the Implementation of a Mobile App for Farmers in Senegal	Leslie Steeves Co-chairperson, Scott Maier Co-chairperson, Christopher Chavez, Yvonne A. Braun, Layire Diop	2021
2634	In the case of the FAO app project, most respondents regretted that the important decisions were made by the members of the agency working in Rome, which not only caused delays in the implementation but also frustration.	EMPOWERMENT AT THEIR FINGERTIPS: A CASE STUDY OF THE IMPLEMENTATION OF A MOBILE APP PROJECT FOR FARMERS IN SENEGAL by LAYIRE DIOP A DISSERTATION Presented to the School of Journalism and Communication and the Division of Graduate Studies of the University of Oregon in partial fulfilment of the requirements for the degree of Doctor of Philosophy September 2021 ii DISSERTATION APPROVAL PAGE Student: Layire Diop Title: Empowerment at their Fingertips: A Study of the Implementation of a Mobile App for Farmers in Senegal	Leslie Steeves Co-chairperson, Scott Maier Co-chairperson, Christopher Chavez, Yvonne A. Braun, Layire Diop	2021
2635	For the FAO project, it could be expected that with the provision of relevant information, more farmers would use the app in the long run.	EMPOWERMENT AT THEIR FINGERTIPS: A CASE STUDY OF THE IMPLEMENTATION OF A MOBILE APP PROJECT FOR FARMERS IN SENEGAL by LAYIRE DIOP A DISSERTATION Presented to the School of Journalism and Communication and the Division of Graduate Studies of the University of Oregon in partial fulfilment of the requirements for the degree of Doctor of Philosophy September 2021 ii DISSERTATION APPROVAL PAGE Student: Layire Diop Title: Empowerment at their Fingertips: A Study of the Implementation of a Mobile App for Farmers in Senegal	Leslie Steeves Co-chairperson, Scott Maier Co-chairperson, Christopher Chavez, Yvonne A. Braun, Layire Diop	2021
